I dati analizzati provengono dal file: data/1986.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     0.3361        -6.6301
n.2     0.0627        -6.2325
n.3     0.2651        -6.1108
n.4     0.7217        -6.0205
n.5    -1.3084        -5.7988
n.6    -0.4000        -5.6072
n.7    -2.6988        -5.4470
n.8    -1.9241        -5.4096
n.9    -0.3386        -5.2759
n.10    -2.3048        -5.0819
n.11    -0.8229        -4.7542
n.12    -2.5639        -4.6602
n.13    -2.2506        -4.5867
n.14    -0.2108        -4.5386
n.15    -0.4096        -4.4651
n.16    -0.3675        -4.4361
n.17    -0.5169        -4.4217
n.18    -0.4566        -4.2133
n.19     0.9169        -4.1904
n.20     1.8434        -3.9904
n.21     0.8651        -3.9145
n.22     2.2735        -3.8422
n.23    -0.0518        -3.8410
n.24     1.3506        -3.8205
n.25     1.1771        -3.8157
n.26    -0.8795        -3.7759
n.27    -2.7048        -3.7735
n.28    -2.5807        -3.7169
n.29    -1.2542        -3.6590
n.30    -0.1217        -3.5458
n.31     1.0000        -3.5193
n.32    -0.1205        -3.5169
n.33     0.5108        -3.5108
n.34     0.5398        -3.4602
n.35    -0.2928        -3.3398
n.36    -2.6217        -3.2602
n.37    -1.9964        -3.1482
n.38    -2.7253        -3.0494
n.39    -3.5458        -3.0048
n.40    -6.6301        -2.9952
n.41    -6.1108        -2.9386
n.42    -3.8205        -2.9048
n.43    -3.0494        -2.8373
n.44    -3.5169        -2.8157
n.45    -4.2133        -2.8133
n.46    -2.1663        -2.8072
n.47    -3.8157        -2.8048
n.48    -3.8422        -2.7831
n.49    -2.6422        -2.7783
n.50    -1.8120        -2.7723
n.51    -1.5181        -2.7554
n.52    -2.3434        -2.7530
n.53    -2.4048        -2.7253
n.54    -1.2386        -2.7048
n.55     1.0108        -2.7012
n.56    -1.6964        -2.6988
n.57    -4.6602        -2.6590
n.58    -6.0205        -2.6422
n.59    -5.2759        -2.6217
n.60    -5.0819        -2.5988
n.61    -3.3398        -2.5807
n.62    -1.1313        -2.5639
n.63    -0.7060        -2.5181
n.64    -0.8831        -2.4759
n.65    -0.4614        -2.4735
n.66     0.5590        -2.4470
n.67     0.4639        -2.4120
n.68     1.0747        -2.4048
n.69     1.6952        -2.3952
n.70     1.3458        -2.3867
n.71     1.0024        -2.3747
n.72    -0.8940        -2.3651
n.73    -0.6349        -2.3482
n.74    -0.2988        -2.3446
n.75    -0.5072        -2.3434
n.76    -1.6241        -2.3313
n.77    -2.0699        -2.3108
n.78    -2.7831        -2.3048
n.79    -1.5373        -2.3000
n.80    -3.5193        -2.2651
n.81    -2.0157        -2.2506
n.82    -2.9952        -2.2434
n.83    -2.8373        -2.2325
n.84    -0.8554        -2.2181
n.85    -2.3108        -2.2133
n.86    -2.1060        -2.1964
n.87    -0.8241        -2.1663
n.88     0.8916        -2.1639
n.89    -0.2530        -2.1506
n.90     0.0229        -2.1386
n.91     1.0470        -2.1108
n.92     1.4072        -2.1084
n.93     1.0386        -2.1060
