I dati analizzati provengono dal file: data/2003.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     3.4361        -7.0120
n.2     4.3627        -6.6867
n.3     3.1651        -6.5398
n.4     2.5217        -6.5277
n.5     0.9916        -5.7554
n.6    -0.3000        -5.1096
n.7     0.4012        -4.9434
n.8    -0.0241        -4.8759
n.9    -0.4386        -4.5181
n.10    -0.3048        -4.4771
n.11    -0.1229        -4.4398
n.12    -1.9639        -4.3422
n.13    -2.7506        -3.9217
n.14     0.6892        -3.7422
n.15     0.0904        -3.7036
n.16     2.0325        -3.5892
n.17     1.9831        -3.4422
n.18     2.2434        -3.4120
n.19     0.2169        -3.3735
n.20     1.3434        -3.3627
n.21     2.7651        -3.2325
n.22     2.1735        -3.2145
n.23     0.8482        -3.1169
n.24     1.7506        -2.9663
n.25     0.9771        -2.9084
n.26     0.0205        -2.8892
n.27     0.9952        -2.8614
n.28     3.4193        -2.7506
n.29     1.0458        -2.7482
n.30    -0.0217        -2.7373
n.31    -1.4000        -2.7133
n.32    -0.9205        -2.6904
n.33    -2.8892        -2.6651
n.34    -2.1602        -2.6494
n.35    -0.5928        -2.6458
n.36     0.9783        -2.6205
n.37     0.1036        -2.6133
n.38    -1.9253        -2.6072
n.39    -0.6458        -2.4880
n.40    -1.0301        -2.4133
n.41    -1.9108        -2.2590
n.42    -2.6205        -2.2181
n.43    -2.6494        -2.2157
n.44    -3.1169        -2.1904
n.45    -2.7133        -2.1892
n.46    -2.9663        -2.1602
n.47    -2.2157        -2.0747
n.48    -3.4422        -2.0578
n.49    -3.7422        -2.0048
n.50    -3.4120        -2.0012
n.51    -2.2181        -1.9952
n.52    -1.8434        -1.9639
n.53    -2.0048        -1.9446
n.54    -0.9386        -1.9253
n.55    -2.1892        -1.9229
n.56    -1.4964        -1.9108
n.57    -1.8602        -1.8602
n.58    -1.2205        -1.8434
n.59     0.2241        -1.7687
n.60     0.9181        -1.6735
n.61     2.3602        -1.6699
n.62     1.1687        -1.6241
n.63     0.6940        -1.5651
n.64     1.2169        -1.5373
n.65     1.9386        -1.4964
n.66     2.5590        -1.4470
n.67     2.0639        -1.4000
n.68     2.4747        -1.3988
n.69     4.0952        -1.3602
n.70     4.0458        -1.3289
n.71     3.4024        -1.3012
n.72     3.3060        -1.2205
n.73     0.3651        -1.1940
n.74    -1.3988        -1.1145
n.75    -2.6072        -1.0807
n.76    -1.6241        -1.0373
n.77     0.1301        -1.0301
n.78     0.3169        -1.0217
n.79     1.5627        -0.9988
n.80     1.2807        -0.9904
n.81    -0.1157        -0.9542
n.82    -1.9952        -0.9386
n.83     0.0627        -0.9325
n.84     1.9446        -0.9241
n.85     2.0892        -0.9205
n.86     1.9940        -0.9072
n.87     2.9759        -0.8747
n.88     4.2916        -0.7554
n.89     3.7470        -0.7289
n.90     3.8229        -0.6783
n.91     2.0470        -0.6482
n.92    -0.5928        -0.6458
n.93    -2.8614        -0.6084
n.94    -2.6651        -0.5928
n.95    -0.9072        -0.5928
n.96     1.2542        -0.5843
n.97    -6.5277        -0.5530
n.98    -6.6867        -0.5422
n.99    -5.1096        -0.5084
n.100    -7.0120        -0.4518
n.101    -4.3422        -0.4386
n.102    -2.1904        -0.3639
n.103    -0.9325        -0.3458
n.104    -0.1988        -0.3373
n.105     0.7096        -0.3361
n.106     2.3952        -0.3325
n.107     2.6855        -0.3253
n.108     3.4675        -0.3048
n.109    -0.2410        -0.3000
n.110    -0.3639        -0.2976
n.111     0.3277        -0.2566
n.112     0.8795        -0.2410
n.113     1.7880        -0.1988
n.114     3.1253        -0.1229
n.115     2.7699        -0.1157
n.116     2.9904        -0.0759
n.117     3.2614        -0.0241
n.118     1.8181        -0.0217
n.119     3.6096        -0.0108
n.120     3.7169         0.0205
n.121     3.4590         0.0205
n.122     2.2651         0.0627
n.123     4.6614         0.0904
n.124     4.4048         0.1036
n.125     5.4723         0.1301
n.126     6.8036         0.1639
n.127     7.0783         0.2096
n.128     6.7096         0.2169
n.129     6.3036         0.2217
n.130     3.0060         0.2241
n.131     3.3639         0.2747
n.132     3.3265         0.3133
n.133     3.0289         0.3169
n.134     1.8060         0.3277
n.135    -0.5084         0.3651
n.136     0.3699         0.3699
n.137     0.2747         0.4012
n.138     2.2458         0.4831
n.139     3.3843         0.4988
n.140     1.1819         0.5012
n.141     0.7759         0.5506
n.142     1.0663         0.6325
n.143     3.0711         0.6373
n.144     3.9892         0.6843
n.145     3.8807         0.6892
n.146     3.1759         0.6940
n.147     4.6072         0.7096
n.148     5.9687         0.7145
n.149     5.1301         0.7614
n.150     4.4458         0.7759
n.151     6.6133         0.8084
n.152     5.0349         0.8145
n.153     3.7928         0.8482
n.154     2.9036         0.8795
n.155     4.1614         0.9012
n.156     5.9904         0.9181
n.157     6.4928         0.9687
n.158     6.8530         0.9771
n.159     8.0410         0.9783
n.160     7.6928         0.9916
n.161     8.2024         0.9952
n.162     9.3108         1.0458
n.163    10.4892         1.0663
n.164    10.7265         1.1000
n.165     9.3855         1.1687
n.166     8.5277         1.1819
n.167     8.1807         1.2169
n.168     4.4771         1.2217
n.169     5.1434         1.2494
n.170     5.3253         1.2542
n.171     6.6988         1.2807
n.172     7.2169         1.2831
n.173     6.7446         1.2843
n.174     6.5988         1.3277
n.175     7.2289         1.3434
n.176     7.4518         1.3747
n.177     6.9639         1.3783
n.178     4.6446         1.4024
n.179     1.2217         1.4831
n.180     1.4024         1.4831
n.181     2.4855         1.5205
n.182     1.9542         1.5627
n.183     0.5012         1.6301
n.184     0.5506         1.6349
n.185    -0.9241         1.6639
n.186    -0.3325         1.6855
n.187     1.3747         1.7506
n.188     3.2108         1.7855
n.189     3.4506         1.7880
n.190     3.2819         1.8060
n.191     3.6386         1.8181
n.192     6.1036         1.8723
n.193     5.0795         1.8831
n.194     6.2952         1.8892
n.195     1.8831         1.9386
n.196     3.0952         1.9446
n.197     4.1880         1.9542
n.198     4.6145         1.9614
n.199     4.4723         1.9831
n.200     5.5807         1.9940
n.201     5.9410         2.0012
n.202     5.4916         2.0253
n.203     5.4542         2.0325
n.204     5.5458         2.0470
n.205     0.2096         2.0639
n.206     0.6843         2.0892
n.207     2.8349         2.1084
n.208     3.5795         2.1735
n.209     3.3373         2.1976
n.210     2.6723         2.2434
n.211     2.6157         2.2458
n.212    -0.0108         2.2639
n.213     2.0012         2.2651
n.214     3.9036         2.2976
n.215     5.7470         2.3554
n.216     7.4084         2.3602
n.217     7.9771         2.3952
n.218     7.3819         2.4458
n.219     6.1410         2.4518
n.220     6.3145         2.4747
n.221     7.1699         2.4855
n.222     8.6566         2.5217
n.223     9.4783         2.5590
n.224     8.8000         2.6157
n.225     7.9289         2.6723
n.226     6.9627         2.6855
n.227     5.6422         2.7145
n.228     4.4651         2.7313
n.229     4.8096         2.7410
n.230     2.9265         2.7554
n.231     3.9675         2.7651
n.232     3.8157         2.7699
n.233     3.1289         2.8349
n.234     4.3916         2.9036
n.235     6.3000         2.9265
n.236     5.5398         2.9759
n.237     3.9867         2.9904
n.238     3.7217         3.0060
n.239     4.5530         3.0289
