I dati analizzati provengono dal file: data/1966.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1    -0.4639        -7.2277
n.2    -0.5373        -6.9193
n.3    -1.0349        -6.7590
n.4    -0.5783        -5.9904
n.5    -1.5084        -5.8783
n.6    -2.6000        -5.7084
n.7    -3.1988        -5.5470
n.8    -2.8241        -5.2169
n.9    -1.9386        -5.1675
n.10    -1.3048        -5.1133
n.11    -2.3229        -4.8867
n.12    -2.9639        -4.8855
n.13    -3.0506        -4.7265
n.14    -4.7108        -4.7253
n.15    -4.7096        -4.7108
n.16    -5.1675        -4.7096
n.17    -5.2169        -4.5831
n.18    -4.1566        -4.5349
n.19    -4.5831        -4.5169
n.20    -4.4566        -4.4735
n.21    -2.8349        -4.4566
n.22    -2.5265        -4.4542
n.23    -2.1518        -4.4277
n.24    -3.6494        -4.3446
n.25    -2.5229        -4.3108
n.26     0.6205        -4.3012
n.27    -0.5048        -4.2940
n.28    -1.5807        -4.2554
n.29    -1.2542        -4.2361
n.30     0.7783        -4.2325
n.31     0.5000        -4.1566
n.32     0.5795        -4.0964
n.33     0.6108        -4.0627
n.34     1.4398        -4.0205
n.35     1.0072        -4.0169
n.36     1.8783        -4.0060
n.37     2.1036        -4.0000
n.38     4.3747        -3.8988
n.39     1.7542        -3.7771
n.40     2.5699        -3.7458
n.41     2.3892        -3.7000
n.42     4.4795        -3.6964
n.43     4.7506        -3.6494
n.44     4.1831        -3.6120
n.45     3.9867        -3.5783
n.46     1.9337        -3.5386
n.47     1.7843        -3.5169
n.48     2.8578        -3.5145
n.49     1.6578        -3.4843
n.50     2.2880        -3.4759
n.51     3.3819        -3.4446
n.52     4.7566        -3.3855
n.53     4.7952        -3.3133
n.54     3.9614        -3.2988
n.55     3.3108        -3.1988
n.56     2.5036        -3.1855
n.57     4.1398        -3.1446
n.58     4.4795        -3.1361
n.59     3.9241        -3.0843
n.60     5.0181        -3.0590
n.61     2.9602        -3.0506
n.62     0.1687        -2.9880
n.63    -1.1060        -2.9639
n.64     0.8169        -2.9602
n.65     1.8386        -2.9301
n.66     1.6590        -2.9181
n.67     1.2639        -2.8867
n.68     1.3747        -2.8590
n.69     2.3952        -2.8349
n.70     2.0458        -2.8241
n.71     1.5024        -2.8108
n.72    -0.9940        -2.7988
n.73    -1.4349        -2.7831
n.74    -3.2988        -2.7554
n.75    -1.5072        -2.7542
n.76    -2.1241        -2.7542
n.77    -1.4699        -2.6952
n.78    -0.0831        -2.6759
n.79    -1.8373        -2.6530
n.80    -1.9193        -2.6458
n.81    -1.2157        -2.6084
n.82    -0.2952        -2.6000
n.83     0.3627        -2.5542
n.84    -2.7554        -2.5325
n.85    -4.3108        -2.5265
n.86    -4.0060        -2.5229
n.87    -0.2241        -2.5084
n.88    -0.8084        -2.4699
n.89    -2.4530        -2.4530
n.90    -3.7771        -2.4530
n.91    -2.4530        -2.4313
n.92    -0.3928        -2.4217
n.93    -0.2614        -2.4145
n.94    -0.0651        -2.3229
n.95     0.6928        -2.3048
n.96     1.1542        -2.2735
n.97     0.4723        -2.2687
n.98     0.9133        -2.2602
n.99     1.0904        -2.2506
n.100     1.5880        -2.2434
n.101    -0.2422        -2.2313
n.102     0.5096        -2.2217
n.103     0.0675        -2.2012
n.104     1.1012        -2.2012
n.105     0.5096        -2.2000
n.106    -1.0048        -2.1651
n.107     0.3855        -2.1518
n.108     0.8675        -2.1241
n.109     0.8590        -2.0735
n.110     0.4361        -2.0482
n.111     0.3277        -2.0373
n.112    -0.5205        -2.0036
n.113    -1.4120        -1.9904
n.114    -0.7747        -1.9855
n.115    -1.1301        -1.9434
n.116    -0.9096        -1.9386
n.117     0.7614        -1.9193
n.118     3.0181        -1.9193
n.119     5.3096        -1.8892
n.120     4.4169        -1.8711
n.121     2.9590        -1.8482
n.122     3.1651        -1.8422
n.123     3.1614        -1.8373
n.124     3.2048        -1.7289
n.125     2.0723        -1.6651
n.126     1.6036        -1.6530
n.127    -2.4217        -1.6277
n.128    -1.9904        -1.5807
n.129    -4.0964        -1.5470
n.130    -4.2940        -1.5205
n.131    -3.1361        -1.5084
n.132    -2.0735        -1.5072
n.133    -0.3711        -1.4699
n.134     0.8060        -1.4349
n.135     2.3916        -1.4229
n.136     2.5699        -1.4217
n.137     1.8747        -1.4181
n.138     0.9458        -1.4120
n.139    -0.1157        -1.3988
n.140     0.7819        -1.3916
n.141     2.2759        -1.3904
n.142     2.7663        -1.3723
n.143     1.9711        -1.3578
n.144     0.5892        -1.3373
n.145    -0.6193        -1.3072
n.146    -0.7241        -1.3048
n.147    -0.0928        -1.2542
n.148    -1.1313        -1.2494
n.149    -2.4699        -1.2157
n.150    -2.7542        -1.2157
n.151    -2.8867        -1.1747
n.152    -1.6651        -1.1313
n.153    -1.3072        -1.1301
n.154     0.5036        -1.1253
n.155     1.6614        -1.1060
n.156     1.0904        -1.0795
n.157     1.6928        -1.0554
n.158     3.1530        -1.0349
n.159     2.4410        -1.0337
n.160     1.5928        -1.0301
n.161     2.0024        -1.0048
n.162     2.9108        -0.9964
n.163     3.1892        -0.9940
n.164     3.7265        -0.9482
n.165     2.2855        -0.9361
n.166     0.9277        -0.9096
n.167     2.0807        -0.8795
n.168     4.2771        -0.8771
n.169     3.1434        -0.8747
n.170    -0.8747        -0.8084
n.171    -4.3012        -0.7747
n.172    -2.7831        -0.7241
n.173    -1.0554        -0.7217
n.174     0.9988        -0.7108
n.175    -0.4711        -0.7024
n.176    -0.4482        -0.6614
n.177    -0.2361        -0.6373
n.178     0.7446        -0.6193
n.179     1.3217        -0.5783
n.180     0.3024        -0.5373
n.181     0.1855        -0.5205
n.182    -0.0458        -0.5108
n.183     0.6012        -0.5048
n.184     1.5506        -0.5012
n.185     1.5759        -0.4711
n.186     1.0675        -0.4639
n.187    -1.1253        -0.4482
n.188    -1.8892        -0.4205
n.189    -1.2494        -0.3928
n.190    -1.4181        -0.3867
n.191    -0.6614        -0.3795
n.192    -0.9964        -0.3711
n.193    -0.4205        -0.3361
n.194     0.9952        -0.3133
n.195     1.3831        -0.2952
n.196    -2.3048        -0.2614
n.197    -3.6120        -0.2422
n.198    -4.8855        -0.2361
n.199    -7.2277        -0.2241
n.200    -6.9193        -0.1181
n.201    -6.7590        -0.1157
n.202    -5.7084        -0.0928
n.203    -3.7458        -0.0831
n.204    -2.7542        -0.0735
n.205    -1.3904        -0.0651
n.206    -1.2157        -0.0458
n.207    -2.1651        -0.0157
n.208    -4.0205         0.0048
n.209    -4.0627         0.0108
n.210    -4.4277         0.0675
n.211    -3.4843         0.1687
n.212    -2.8108         0.1771
n.213    -3.8988         0.1855
n.214    -3.6964         0.1976
n.215    -1.6530         0.2627
n.216    -1.3916         0.2783
n.217    -1.4229         0.3024
n.218    -2.9181         0.3277
n.219    -3.0590         0.3627
n.220    -3.1855         0.3855
n.221    -2.9301         0.4253
n.222    -2.2434         0.4361
n.223    -0.7217         0.4723
n.224     1.1000         0.4855
n.225     2.0289         0.5000
n.226     2.8627         0.5024
n.227     1.1422         0.5036
n.228    -4.5349         0.5096
n.229    -5.9904         0.5096
n.230    -4.4735         0.5795
n.231    -4.2325         0.5892
n.232    -3.0843         0.6012
n.233    -1.8711         0.6108
n.234    -2.5084         0.6157
n.235    -2.2000         0.6205
n.236    -2.9602         0.6928
n.237    -5.1133         0.7145
n.238    -5.8783         0.7446
n.239    -5.5470         0.7614
n.240    -3.1446         0.7783
n.241    -3.4759         0.7819
n.242    -4.2361         0.8060
n.243    -3.5145         0.8084
n.244    -2.2012         0.8169
n.245    -1.1747         0.8229
n.246    -0.6373         0.8301
n.247     0.1771         0.8590
n.248    -0.0735         0.8675
n.249    -0.3867         0.8916
n.250     0.8084         0.9133
n.251     1.8530         0.9253
n.252     2.7855         0.9277
n.253     2.3711         0.9458
n.254     2.4747         0.9952
n.255     1.9434         0.9988
n.256     1.9217         1.0072
n.257     0.9253         1.0349
n.258     0.6157         1.0675
n.259    -3.5783         1.0904
n.260    -4.0169         1.0904
n.261    -1.0795         1.1000
n.262    -0.7024         1.1012
n.263    -0.8771         1.1422
n.264    -1.5205         1.1542
n.265    -0.8795         1.2373
n.266     0.1976         1.2614
n.267    -0.3361         1.2639
n.268     0.4855         1.3217
n.269     0.2783         1.3747
n.270     1.7096         1.3831
n.271     2.0542         1.4301
n.272     0.7145         1.4373
n.273    -0.0157         1.4398
n.274    -0.3795         1.4470
n.275     0.4253         1.4602
n.276     1.4301         1.5024
n.277     2.8313         1.5096
n.278     3.3060         1.5506
n.279     3.0711         1.5759
n.280     3.4627         1.5880
n.281     2.9193         1.5928
n.282     3.9012         1.6036
n.283     3.5494         1.6578
n.284     3.2325         1.6590
n.285     2.3349         1.6614
n.286     1.8084         1.6928
n.287     2.4831         1.7096
n.288     3.3482         1.7542
n.289     3.2410         1.7843
n.290     1.4373         1.8084
n.291     0.8229         1.8386
n.292     1.5096         1.8530
n.293     0.8916         1.8747
n.294     0.8301         1.8783
n.295    -0.5012         1.9217
n.296     0.0108         1.9337
n.297     2.6241         1.9434
n.298     2.6446         1.9711
n.299     2.0602         2.0024
n.300     1.4602         2.0289
n.301    -0.1181         2.0458
n.302    -1.9434         2.0542
n.303    -2.0036         2.0602
n.304    -2.5325         2.0723
n.305    -4.5169         2.0807
n.306    -4.2554         2.1036
n.307    -2.2687         2.2639
n.308    -2.0482         2.2759
n.309    -2.2602         2.2855
n.310     1.0349         2.2880
n.311     1.4470         2.3349
n.312    -0.3133         2.3711
n.313    -0.9361         2.3892
n.314     0.5024         2.3916
n.315     0.2627         2.3952
n.316    -1.3578         2.4410
n.317    -3.4446         2.4747
n.318    -3.3133         2.4831
n.319    -2.6084         2.5036
n.320    -3.5386         2.5699
n.321    -3.3855         2.5699
n.322    -2.2217         2.6241
n.323    -2.4145         2.6446
n.324    -3.5169         2.7663
n.325    -4.4542         2.7855
n.326    -4.0000         2.8313
n.327    -1.5470         2.8578
n.328    -1.0337         2.8627
n.329    -1.9193         2.9108
n.330    -4.7265         2.9193
