I dati analizzati provengono dal file: data/1951.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1    -0.9639        -5.5675
n.2    -0.6373        -5.2157
n.3    -0.0349        -5.0506
n.4     0.6217        -5.0434
n.5    -1.7084        -5.0253
n.6    -2.1000        -4.7651
n.7    -1.5988        -4.5542
n.8    -1.2241        -4.4651
n.9     0.9614        -4.4313
n.10    -1.3048        -4.4157
n.11     1.4771        -4.4084
n.12     3.1361        -4.3301
n.13     2.8494        -4.1157
n.14    -0.6108        -4.0410
n.15    -1.9096        -4.0398
n.16     2.6325        -4.0217
n.17    -0.2169        -3.9590
n.18    -0.1566        -3.9542
n.19     2.6169        -3.9482
n.20     2.2434        -3.8916
n.21     3.2651        -3.8904
n.22     2.0735        -3.8831
n.23     2.6482        -3.8518
n.24     3.9506        -3.8458
n.25     4.9771        -3.7313
n.26     3.0205        -3.7169
n.27     0.4952        -3.7145
n.28     2.5193        -3.7048
n.29     2.5458        -3.6928
n.30     1.9783        -3.6711
n.31     1.5000        -3.5988
n.32    -0.2205        -3.5060
n.33     1.0108        -3.5000
n.34    -0.3602        -3.4855
n.35    -1.1928        -3.4807
n.36     1.4783        -3.4783
n.37     1.6036        -3.4205
n.38     1.9747        -3.3940
n.39     2.2542        -3.3542
n.40     0.7699        -3.3361
n.41     2.0892        -3.2988
n.42     4.6795        -3.2952
n.43     4.6506        -3.2108
n.44     4.6831        -3.2072
n.45     1.8867        -3.1976
n.46     1.0337        -3.1554
n.47     0.7843        -3.0988
n.48    -0.4422        -3.0964
n.49     1.4578        -3.0904
n.50     0.3880        -3.0904
n.51    -0.0181        -3.0831
n.52     1.1566        -3.0614
n.53    -0.9048        -3.0120
n.54    -1.0386        -3.0060
n.55    -2.3892        -2.9723
n.56    -0.0964        -2.9253
n.57    -0.6602        -2.8759
n.58    -2.2205        -2.8578
n.59    -2.8759        -2.8530
n.60    -2.6819        -2.8530
n.61    -4.0398        -2.8349
n.62    -4.4313        -2.8217
n.63    -3.5060        -2.8084
n.64    -3.8831        -2.7940
n.65    -3.0614        -2.7795
n.66    -2.0410        -2.7735
n.67    -0.1361        -2.7687
n.68    -2.1253        -2.6819
n.69    -3.7048        -2.6386
n.70    -3.9542        -2.5554
n.71    -1.4976        -2.5482
