I dati analizzati provengono dal file: data/1960.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     0.7361        -8.6566
n.2     0.9627        -8.4831
n.3     1.2651        -8.0157
n.4     1.4217        -7.0663
n.5     0.3916        -6.9169
n.6     1.3000        -6.5458
n.7    -0.7988        -6.5301
n.8     0.6759        -5.6169
n.9     0.7614        -5.5904
n.10    -1.4048        -5.5108
n.11    -4.6229        -5.3916
n.12    -3.9639        -5.2904
n.13    -3.8506        -5.2831
n.14    -5.5108        -5.2566
n.15    -4.1096        -5.2518
n.16    -3.5675        -5.2253
n.17    -6.9169        -5.1410
n.18    -8.6566        -4.9265
n.19    -8.4831        -4.9253
n.20    -5.2566        -4.8904
n.21    -4.6349        -4.8373
n.22    -4.9265        -4.7386
n.23    -5.2518        -4.6518
n.24    -2.2494        -4.6349
n.25    -0.1229        -4.6229
n.26     0.6205        -4.6157
n.27     1.3952        -4.5530
n.28     2.8193        -4.5145
n.29     3.4458        -4.5048
n.30     1.1783        -4.4819
n.31    -0.4000        -4.4542
n.32    -0.7205        -4.4422
n.33    -1.4892        -4.3964
n.34    -2.0602        -4.3771
n.35    -2.3928        -4.3229
n.36    -2.4217        -4.3133
n.37    -2.8964        -4.3108
n.38    -4.9253        -4.2289
n.39    -6.5458        -4.2157
n.40    -6.5301        -4.1096
n.41    -3.8108        -4.0578
n.42    -3.8205        -4.0253
n.43    -2.1494        -3.9639
n.44    -2.9169        -3.9422
n.45    -4.3133        -3.8976
n.46    -7.0663        -3.8506
n.47    -8.0157        -3.8494
n.48    -4.4422        -3.8361
n.49    -3.9422        -3.8361
n.50    -1.3120        -3.8349
n.51    -0.9181        -3.8205
n.52     1.2566        -3.8108
n.53     0.4952        -3.7590
n.54     1.0614        -3.7000
n.55     1.2108        -3.6916
n.56    -0.6964        -3.6542
n.57     1.9398        -3.6458
n.58     2.1795        -3.5795
n.59     2.2241        -3.5675
n.60     2.6181        -3.5627
n.61     1.3602        -3.5361
n.62     2.9687        -3.5349
n.63     3.7940        -3.5217
n.64     2.8169        -3.5145
n.65     0.6386        -3.4855
n.66    -1.7410        -3.4217
n.67    -3.8361        -3.4205
n.68    -5.2253        -3.3988
n.69    -4.5048        -3.3916
n.70    -4.4542        -3.3855
n.71    -3.8976        -3.3843
n.72    -1.7940        -3.2867
n.73    -1.2349        -3.2627
n.74    -0.7988        -3.2205
n.75    -0.2072        -3.1988
n.76     0.2759        -3.1855
n.77     0.4301        -3.1566
n.78    -1.9831        -3.1470
n.79    -2.7373        -3.1301
n.80    -1.7193        -3.1120
n.81    -2.8157        -3.1012
n.82    -1.9952        -3.0735
n.83    -1.9373        -3.0711
n.84    -1.1554        -3.0386
n.85    -0.2108        -3.0325
n.86     1.0940        -3.0096
n.87    -0.1241        -3.0048
n.88     0.7916        -2.9988
n.89     0.9470        -2.9904
n.90    -1.4771        -2.9904
n.91    -0.8530        -2.9614
n.92    -0.1928        -2.9458
n.93    -0.1614        -2.9277
n.94     0.2349        -2.9169
n.95     0.2928        -2.8964
n.96     0.6542        -2.8711
n.97     0.9723        -2.8651
n.98     1.4133        -2.8434
n.99     1.9904        -2.8241
n.100     3.0880        -2.8181
n.101     2.8578        -2.8157
n.102     0.7096        -2.7952
n.103     2.4675        -2.7373
n.104     2.6012        -2.7024
n.105     1.0096        -2.6771
n.106    -1.1048        -2.6133
n.107    -2.3145        -2.6084
n.108    -0.3325        -2.5590
n.109     0.1590        -2.5482
n.110    -0.0639        -2.5181
n.111     1.4277        -2.5169
n.112     1.3795        -2.4795
n.113     1.2880        -2.4783
n.114     0.0253        -2.4217
n.115    -0.1301        -2.4024
n.116    -3.0096        -2.3928
n.117    -4.7386        -2.3735
n.118    -4.4819        -2.3675
n.119    -5.5904        -2.3554
n.120    -5.2831        -2.3530
n.121    -5.1410        -2.3373
n.122    -3.5349        -2.3361
n.123    -3.0386        -2.3145
n.124    -1.8952        -2.2494
n.125    -1.5277        -2.2084
n.126    -1.2964        -2.1843
n.127    -1.3217        -2.1759
n.128    -0.6904        -2.1735
n.129     0.0036        -2.1494
n.130     1.2060        -2.1145
n.131     0.8639        -2.0602
n.132     1.7265        -1.9952
n.133     1.3289        -1.9831
n.134     3.1060        -1.9373
n.135     3.8916        -1.9277
n.136     2.3699        -1.9048
n.137     2.0747        -1.8988
n.138     1.0458        -1.8952
n.139     1.0843        -1.8494
n.140    -1.3181        -1.8373
n.141    -0.9241        -1.8253
n.142    -1.4337        -1.8217
n.143    -0.7289        -1.8133
n.144     0.7892        -1.7964
n.145     1.5807        -1.7940
n.146     0.4759        -1.7747
n.147     0.2072        -1.7699
n.148     0.2687        -1.7651
n.149     0.0301        -1.7410
n.150     0.1458        -1.7193
n.151     1.5133        -1.6976
n.152     2.2349        -1.6205
n.153     1.0928        -1.5807
n.154     0.6036        -1.5422
n.155    -0.1386        -1.5277
n.156    -0.0096        -1.5217
n.157     0.8928        -1.4988
n.158     1.9530        -1.4892
n.159     0.2410        -1.4843
n.160    -0.0072        -1.4771
n.161    -0.6976        -1.4337
n.162    -0.0892        -1.4313
n.163     0.0892        -1.4084
n.164     0.8265        -1.4048
n.165     0.7855        -1.3542
n.166    -0.3723        -1.3458
n.167    -0.5193        -1.3325
n.168    -0.2229        -1.3217
n.169     1.3434        -1.3181
n.170     2.6253        -1.3120
n.171     3.3988        -1.2964
n.172     0.5169        -1.2855
n.173     0.0446        -1.2783
n.174     0.8988        -1.2506
n.175     1.4289        -1.2349
n.176     0.8518        -1.2108
n.177    -3.5361        -1.1892
n.178    -2.3554        -1.1855
n.179    -0.9783        -1.1651
n.180    -1.0976        -1.1554
n.181    -4.5145        -1.1048
n.182    -3.6458        -1.0976
n.183    -3.3988        -1.0747
n.184    -3.8494        -0.9783
n.185    -2.8241        -0.9241
n.186    -3.0325        -0.9181
n.187    -1.8253        -0.9084
n.188    -1.1892        -0.8590
n.189    -1.8494        -0.8530
n.190    -2.8181        -0.8313
n.191    -2.9614        -0.8193
n.192    -1.7964        -0.8145
n.193    -3.2205        -0.7988
n.194    -3.0048        -0.7988
n.195    -2.5169        -0.7373
n.196    -1.9048        -0.7289
n.197    -3.1120        -0.7205
n.198    -3.4855        -0.7169
n.199    -1.9277        -0.7169
n.200    -0.8193        -0.6976
n.201    -0.8590        -0.6964
n.202    -1.4084        -0.6904
n.203    -2.9458        -0.6289
n.204    -3.6542        -0.5193
n.205    -5.2904        -0.5000
n.206    -4.2157        -0.4325
n.207    -1.7651        -0.4012
n.208    -1.6205        -0.4000
n.209    -3.2627        -0.3723
n.210    -2.9277        -0.3482
n.211    -2.1843        -0.3386
n.212    -1.2108        -0.3325
n.213    -3.1988        -0.3145
n.214    -4.3964        -0.2229
n.215    -4.5530        -0.2108
n.216    -3.6916        -0.2072
n.217    -4.3229        -0.1928
n.218    -2.5181        -0.1795
n.219    -2.5590        -0.1699
n.220    -3.3855        -0.1614
n.221    -3.1301        -0.1386
n.222    -2.8434        -0.1301
n.223    -1.8217        -0.1241
n.224    -3.7000        -0.1229
n.225    -3.0711        -0.0892
n.226    -4.8373        -0.0687
n.227    -4.0578        -0.0639
n.228    -3.8349        -0.0169
n.229    -2.9904        -0.0096
n.230    -2.1735        -0.0072
n.231    -1.3325         0.0036
n.232    -3.3843         0.0253
n.233    -2.8711         0.0301
n.234    -0.9084         0.0446
n.235     0.1000         0.0892
n.236     0.6398         0.1000
n.237     0.4867         0.1108
n.238     0.7217         0.1458
n.239     1.4530         0.1470
n.240     2.4554         0.1590
n.241     1.5241         0.1771
n.242     0.9639         0.2060
n.243    -0.3145         0.2072
n.244    -0.4012         0.2253
n.245     0.2253         0.2277
n.246     0.2627         0.2349
n.247     0.1771         0.2410
n.248    -2.3735         0.2627
n.249    -3.2867         0.2687
n.250    -3.3916         0.2759
n.251    -3.1470         0.2928
n.252    -3.5145         0.3819
n.253    -4.2289         0.3916
n.254    -4.0253         0.4301
n.255    -3.1566         0.4711
n.256    -2.4783         0.4759
n.257    -1.7747         0.4867
n.258    -1.4843         0.4952
n.259    -1.2783         0.5169
n.260    -0.0169         0.6036
n.261    -2.4795         0.6205
n.262    -2.4024         0.6241
n.263    -2.6771         0.6386
n.264    -3.4205         0.6398
n.265    -3.5795         0.6542
n.266    -2.7024         0.6759
n.267    -2.3361         0.7096
n.268    -2.1145         0.7217
n.269    -3.5217         0.7361
n.270    -2.9904         0.7554
n.271    -1.3458         0.7614
n.272    -3.1855         0.7855
n.273    -4.6157         0.7892
n.274    -0.1795         0.7916
n.275    -1.0747         0.8265
n.276    -0.1699         0.8422
n.277    -0.0687         0.8518
n.278     0.2060         0.8639
n.279    -0.6289         0.8928
n.280    -0.7373         0.8988
n.281    -1.5807         0.9470
n.282    -2.9988         0.9627
n.283    -1.2506         0.9639
n.284    -2.3675         0.9699
n.285    -2.8651         0.9723
n.286    -5.3916         1.0096
n.287    -5.6169         1.0458
n.288    -4.6518         1.0602
n.289    -3.7590         1.0614
n.290    -3.5627         1.0843
n.291    -4.3771         1.0928
n.292    -4.8904         1.0940
n.293    -2.6084         1.1000
n.294    -1.7699         1.1518
n.295    -3.1012         1.1783
