I dati analizzati provengono dal file: data/2019.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     1.0361        -5.8084
n.2     5.2627        -4.7277
n.3     2.0651        -3.5988
n.4    -0.8783        -3.5904
n.5    -0.3084        -3.5157
n.6     6.8000        -3.4964
n.7     2.7012        -3.4542
n.8     1.2759        -3.3867
n.9     3.5614        -3.3048
n.10     4.1952        -3.2470
n.11    -0.1229        -2.9181
n.12    -0.0639        -2.7217
n.13     1.8494        -2.5699
n.14     6.2892        -2.5301
n.15     4.4904        -2.5253
n.16     2.3325        -2.4928
n.17     3.2831        -2.4253
n.18     4.1434        -2.3940
n.19     2.2169        -2.3289
n.20     0.1434        -2.2145
n.21    -0.7349        -2.0952
n.22    -1.6265        -1.9904
n.23    -1.9518        -1.9518
n.24    -0.4494        -1.9048
n.25    -0.4229        -1.8313
n.26    -1.6795        -1.7964
n.27    -1.9048        -1.6795
n.28     1.3193        -1.6265
n.29    -0.1542        -1.4916
n.30    -0.4217        -1.4687
n.31    -1.3000        -1.3205
n.32    -1.3205        -1.3000
n.33     0.3108        -1.2855
n.34     1.2398        -1.2795
n.35     2.2072        -1.2554
n.36     0.1783        -1.2361
n.37    -0.4964        -1.0735
n.38    -2.4253        -1.0506
n.39    -0.1458        -1.0205
n.40     0.7699        -0.9964
n.41     2.9892        -0.9277
n.42     3.6795        -0.8892
n.43     5.1506        -0.8783
n.44     1.9831        -0.8711
n.45     1.3867        -0.8386
n.46     1.8337        -0.8133
n.47     1.9843        -0.7373
n.48     1.9578        -0.7373
n.49     3.5578        -0.7349
n.50     2.7880        -0.7120
n.51     3.2819        -0.6831
n.52     2.6566        -0.6542
n.53     5.7952        -0.6361
n.54     1.9614        -0.6024
n.55    -0.8892        -0.5988
n.56     1.0036        -0.5506
n.57     3.7398        -0.5277
n.58     4.6795        -0.4976
n.59     5.0241        -0.4964
n.60     4.4181        -0.4494
n.61     4.8602        -0.4229
n.62     3.3687        -0.4217
n.63     3.3940        -0.3530
n.64     3.3169        -0.3325
n.65     2.7386        -0.3241
n.66     4.3590        -0.3193
n.67     5.0639        -0.3084
n.68     4.7747        -0.2952
n.69     5.0952        -0.2807
n.70     3.8458        -0.2651
n.71     1.4024        -0.2193
n.72     1.3060        -0.2072
n.73     0.0651        -0.1542
n.74     4.1012        -0.1458
n.75     5.2928        -0.1241
n.76     2.6759        -0.1229
n.77     2.5301        -0.1120
n.78    -0.6831        -0.1060
n.79    -0.7373        -0.0639
n.80    -0.3193        -0.0627
n.81     1.1843         0.0229
n.82     3.7048         0.0410
n.83     4.7627         0.0651
n.84     4.8446         0.0723
