I dati analizzati provengono dal file: data/1961.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1    -1.1639        -6.6566
n.2    -1.6373        -5.9265
n.3    -0.9349        -5.7349
n.4    -0.8783        -5.5108
n.5    -3.3084        -5.4337
n.6    -5.0000        -5.3241
n.7    -2.3988        -5.2482
n.8    -5.3241        -5.2386
n.9    -5.2386        -5.0000
n.10    -4.5048        -4.9843
n.11    -0.1229        -4.9217
n.12     0.6361        -4.7542
n.13    -2.6506        -4.6518
n.14    -3.3108        -4.5373
n.15    -3.6096        -4.5048
n.16    -3.1675        -4.4831
n.17    -0.7169        -4.4361
n.18    -0.7566        -4.2627
n.19    -4.4831        -4.1458
n.20    -6.6566        -4.1072
n.21    -5.7349        -4.0289
n.22    -5.9265        -3.9904
n.23    -4.6518        -3.9458
n.24    -3.2494        -3.8699
n.25    -2.5229        -3.7277
n.26     0.3205        -3.7120
n.27    -1.8048        -3.7108
n.28    -3.4807        -3.6699
n.29    -2.9542        -3.6193
n.30    -3.2217        -3.6096
n.31    -0.6000        -3.5651
n.32     0.5795        -3.5313
n.33    -0.9892        -3.5277
n.34    -0.8602        -3.4807
n.35    -0.0928        -3.4084
n.36    -0.1217        -3.3988
n.37     0.4036        -3.3855
n.38    -0.8253        -3.3542
n.39     0.2542        -3.3241
n.40     1.7699        -3.3108
n.41     5.6892        -3.3084
n.42     1.6795        -3.3048
n.43     2.2506        -3.3012
n.44     2.8831        -3.2494
n.45     2.7867        -3.2422
n.46     1.7337        -3.2217
n.47     1.8843        -3.1964
n.48     2.2578        -3.1880
n.49     1.4578        -3.1675
n.50     1.7880        -3.1482
n.51     2.2819        -3.0735
n.52     2.2566        -3.0542
n.53     1.2952        -3.0084
n.54     1.8614        -2.9904
n.55     0.7108        -2.9651
n.56     0.6036        -2.9542
n.57     1.9398        -2.9325
n.58     2.5795        -2.9253
n.59     2.0241        -2.8867
n.60     1.4181        -2.7892
n.61     0.4602        -2.7386
n.62    -0.2313        -2.7157
n.63     0.4940        -2.6928
n.64     0.7169        -2.6904
n.65     1.7386        -2.6735
n.66     2.3590        -2.6506
n.67     3.7639        -2.6494
n.68     3.2747        -2.6181
n.69     2.8952        -2.6157
n.70     2.7458        -2.6108
n.71     2.6024        -2.5229
