I dati analizzati provengono dal file: data/1981.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     1.8361        -8.4422
n.2     2.7627        -7.2373
n.3     0.9651        -7.2193
n.4     2.4217        -6.8976
n.5     2.3916        -6.3361
n.6    -1.8000        -6.2482
n.7     0.0012        -6.1904
n.8    -2.4241        -5.9554
n.9    -3.6386        -5.7651
n.10    -3.1048        -5.6205
n.11    -1.7229        -5.3639
n.12    -1.6639        -5.3554
n.13    -1.4506        -5.3157
n.14    -1.5108        -5.1386
n.15    -1.3096        -4.9855
n.16    -0.9675        -4.9759
n.17    -1.1169        -4.7952
n.18    -0.3566        -4.6361
n.19    -0.1831        -4.6133
n.20    -1.2566        -4.5988
n.21     0.5651        -4.4578
n.22    -0.9265        -4.4277
n.23    -1.3518        -4.3012
n.24    -2.0494        -4.3012
n.25    -1.0229        -4.2892
n.26     0.0205        -4.2831
n.27    -1.1048        -4.2590
n.28    -1.8807        -4.2386
n.29    -1.5542        -4.0181
n.30    -1.0217        -3.9542
n.31    -0.7000        -3.9398
n.32    -0.1205        -3.9386
n.33     1.0108        -3.9217
n.34     0.5398        -3.8819
n.35     1.0072        -3.8482
n.36     0.9783        -3.8398
n.37    -0.4964        -3.8133
n.38     0.9747        -3.7928
n.39     2.9542        -3.7627
n.40     2.1699        -3.7229
n.41     2.4892        -3.6410
n.42    -1.0205        -3.6386
n.43    -1.5494        -3.6313
n.44    -2.0169        -3.5819
n.45    -2.3133        -3.5446
n.46    -2.4663        -3.5084
n.47    -1.8157        -3.4554
n.48    -2.4422        -3.4530
n.49    -2.5422        -3.4434
n.50    -3.0120        -3.4277
n.51    -3.0181        -3.4277
n.52    -2.8434        -3.3783
n.53    -2.3048        -3.3759
n.54    -1.9386        -3.3723
n.55    -1.7892        -3.3482
n.56    -1.3964        -3.2602
n.57    -0.6602        -3.1747
n.58    -2.6205        -3.1458
n.59    -3.3759        -3.1398
n.60    -3.8819        -3.1325
n.61    -3.1398        -3.1048
n.62    -2.7313        -3.0711
n.63    -0.0060        -3.0386
n.64    -1.1831        -3.0217
n.65     1.0386        -3.0181
n.66     1.5590        -3.0145
n.67     1.8639        -3.0120
n.68     2.5747        -3.0000
n.69     3.4952        -2.9711
n.70     3.8458        -2.9699
n.71     4.7024        -2.8747
n.72     3.5060        -2.8735
n.73     1.1651        -2.8735
n.74     0.5012        -2.8627
n.75     0.9928        -2.8566
n.76    -2.6241        -2.8434
n.77    -2.9699        -2.8205
n.78    -1.5831        -2.7313
n.79    -0.7373        -2.7217
n.80     1.0807        -2.6735
n.81     1.3843        -2.6241
n.82     1.4048        -2.6205
n.83     2.8627        -2.5952
n.84     5.0446        -2.5458
n.85     3.8892        -2.5422
n.86     1.5940        -2.5325
n.87     2.9759        -2.5096
n.88     2.8916        -2.5084
n.89     2.3470        -2.5000
n.90     2.3229        -2.4783
n.91     3.1470        -2.4699
n.92     3.4072        -2.4663
n.93     3.7386        -2.4494
n.94     3.1349        -2.4422
n.95     1.2928        -2.4301
n.96     1.0542        -2.4241
n.97     2.1723        -2.4241
n.98     3.4133        -2.3976
n.99     3.8904        -2.3867
n.100     4.4880        -2.3843
n.101     5.3578        -2.3361
n.102     4.1096        -2.3133
n.103     3.6675        -2.3133
n.104     4.1012        -2.3120
n.105     4.3096        -2.3048
n.106     3.6952        -2.2904
n.107    -1.9145        -2.2843
n.108    -3.1325        -2.2711
n.109    -3.6410        -2.2373
n.110    -5.3639        -2.2325
n.111    -3.3723        -2.2301
n.112    -2.8205        -2.2241
n.113    -2.3120        -2.2084
n.114    -2.8747        -2.1940
n.115    -2.4301        -2.1747
n.116    -2.5096        -2.1735
n.117    -3.9386        -2.1470
n.118    -3.5819        -2.0711
n.119    -2.2904        -2.0494
n.120    -1.3831        -2.0446
n.121    -0.2410        -2.0289
n.122    -1.0349        -2.0169
n.123    -4.2386        -2.0169
n.124    -4.7952        -1.9843
n.125    -3.4277        -1.9386
n.126    -1.4964        -1.9313
n.127    -0.3217        -1.9145
n.128    -0.0904        -1.9084
n.129    -0.0964        -1.8952
n.130     0.7060        -1.8807
n.131    -2.3361        -1.8253
n.132    -2.8735        -1.8253
n.133    -2.9711        -1.8157
n.134    -2.1940        -1.8000
n.135    -1.9084        -1.7892
n.136    -1.3301        -1.7699
n.137    -1.8253        -1.7229
n.138    -1.3542        -1.6867
n.139    -0.0157        -1.6795
n.140     1.2819        -1.6639
n.141     2.1759        -1.6506
n.142     0.3663        -1.6145
n.143    -0.3289        -1.5831
n.144    -0.7108        -1.5783
n.145    -1.1193        -1.5542
n.146    -2.2241        -1.5494
n.147    -3.7928        -1.5458
n.148    -3.6313        -1.5108
n.149    -1.7699        -1.4988
n.150    -0.1542        -1.4964
n.151     0.9133        -1.4747
n.152     1.9349        -1.4530
n.153     2.8928        -1.4506
n.154     2.8036        -1.4012
n.155    -1.0386        -1.3964
n.156    -0.4096        -1.3880
n.157     0.1928        -1.3831
n.158     1.4530        -1.3542
n.159     1.7410        -1.3518
n.160     2.0928        -1.3518
n.161     2.5024        -1.3301
n.162     3.4108        -1.3169
n.163     3.7892        -1.3096
n.164     4.0265        -1.2916
n.165     3.6855        -1.2566
n.166     4.3277        -1.2108
n.167     4.0807        -1.2000
n.168     0.1771        -1.1831
n.169    -2.8566        -1.1253
n.170    -3.1747        -1.1193
n.171    -4.3012        -1.1169
n.172    -4.2831        -1.1048
n.173    -5.9554        -1.0542
n.174    -4.3012        -1.0494
n.175    -3.0711        -1.0458
n.176    -3.8482        -1.0434
n.177    -4.6361        -1.0386
n.178    -3.4554        -1.0349
n.179    -2.4783        -1.0301
n.180    -2.3976        -1.0229
n.181    -3.0145        -1.0217
n.182    -2.5458        -1.0205
n.183    -0.9988        -0.9988
n.184    -2.4494        -0.9759
n.185    -2.4241        -0.9675
n.186    -2.2325        -0.9373
n.187    -1.8253        -0.9289
n.188    -0.6892        -0.9265
n.189    -1.0494        -0.9048
n.190    -0.6181        -0.8855
n.191    -0.5614        -0.8120
n.192    -0.2964        -0.8036
n.193    -0.1205        -0.7446
n.194    -0.7048        -0.7373
n.195    -1.3169        -0.7313
n.196    -0.9048        -0.7108
n.197    -0.8120        -0.7048
n.198    -0.8855        -0.7012
n.199    -4.4277        -0.7000
n.200    -7.2193        -0.6892
n.201    -4.2590        -0.6602
n.202    -2.5084        -0.6578
n.203    -3.1458        -0.6277
n.204    -3.9542        -0.6181
n.205    -6.1904        -0.5988
n.206    -5.3157        -0.5651
n.207    -5.7651        -0.5614
n.208    -5.6205        -0.5361
n.209    -2.8627        -0.5325
n.210    -3.4277        -0.5108
n.211    -1.9843        -0.4964
n.212    -1.2108        -0.4916
n.213    -0.5988        -0.4157
n.214     0.0036        -0.4096
n.215     1.7470        -0.3566
n.216     2.1084        -0.3289
n.217     1.8771        -0.3217
n.218     1.0819        -0.2964
n.219     0.9410        -0.2904
n.220     0.7145        -0.2602
n.221    -1.0301        -0.2410
n.222    -1.0434        -0.1831
n.223    -3.9217        -0.1542
n.224    -3.0000        -0.1373
n.225    -2.0711        -0.1205
n.226    -0.9373        -0.1205
n.227    -0.6578        -0.1145
n.228     0.1651        -0.0964
n.229    -0.2904        -0.0904
n.230    -2.6735        -0.0855
n.231    -2.5325        -0.0783
n.232    -2.2843        -0.0157
n.233    -2.2711        -0.0060
n.234    -3.5084         0.0012
n.235    -2.5000         0.0036
n.236    -3.2602         0.0205
n.237    -3.8133         0.0241
n.238    -3.3783         0.0735
n.239    -2.1470         0.0831
n.240    -0.7446         0.0831
n.241    -0.9759         0.1253
n.242     0.1639         0.1313
n.243     0.4855         0.1410
n.244     0.4988         0.1410
n.245    -1.4747         0.1639
n.246    -2.2373         0.1651
n.247    -3.7229         0.1771
n.248    -2.1735         0.1928
n.249    -2.3867         0.2434
n.250    -0.4916         0.2639
n.251     0.3530         0.3530
n.252     1.2855         0.3663
n.253    -0.9289         0.3747
n.254     0.3747         0.4349
n.255     0.2434         0.4855
n.256    -0.0783         0.4988
n.257     0.1253         0.5012
n.258    -2.3843         0.5398
n.259    -1.5783         0.5651
n.260     0.0831         0.6145
n.261     0.6205         0.6205
n.262     0.6976         0.6301
n.263     1.6229         0.6976
n.264     2.8795         0.7060
n.265     2.0205         0.7060
n.266     2.4976         0.7145
n.267    -0.5361         0.7277
n.268    -0.1145         0.7458
n.269     1.0783         0.8627
n.270     1.5096         0.8831
n.271    -1.0458         0.8892
n.272    -0.0855         0.9133
n.273    -0.4157         0.9410
n.274    -1.6795         0.9651
n.275    -2.1747         0.9747
n.276    -2.4699         0.9783
n.277     0.1313         0.9928
n.278     0.7060         1.0072
n.279     2.9711         1.0108
n.280     3.0627         1.0386
n.281     1.2193         1.0542
n.282     1.2012         1.0783
n.283     2.6494         1.0807
n.284     2.7325         1.0819
n.285    -0.5651         1.1651
n.286    -1.2916         1.2012
n.287    -2.0169         1.2193
n.288    -1.3518         1.2819
n.289     0.1410         1.2855
n.290     1.4373         1.2928
n.291     1.9229         1.3530
n.292     3.1096         1.3843
n.293     1.8916         1.4000
n.294     0.6301         1.4048
n.295    -1.4012         1.4373
n.296    -4.2892         1.4446
n.297    -4.9759         1.4530
n.298    -5.3554         1.5096
n.299    -3.8398         1.5590
n.300    -3.9398         1.5940
n.301    -4.0181         1.6229
n.302    -3.4434         1.6518
n.303    -0.8036         1.7410
n.304    -0.5325         1.7470
n.305     0.8831         1.7663
n.306     1.4446         1.8361
n.307     2.4313         1.8639
n.308     1.6518         1.8771
n.309    -0.2602         1.8916
n.310     0.4349         1.9229
n.311    -1.4530         1.9349
n.312    -4.6133         1.9807
n.313    -6.3361         2.0205
n.314    -6.8976         2.0928
n.315    -7.2373         2.1084
n.316    -4.4578         2.1699
n.317    -3.5446         2.1723
n.318    -2.3133         2.1759
n.319    -2.2084         2.3229
n.320    -5.1386         2.3470
n.321    -4.9855         2.3916
n.322    -3.0217         2.4217
n.323    -1.6145         2.4313
n.324     0.0831         2.4892
n.325     0.7458         2.4976
n.326     1.4000         2.5024
n.327     1.3530         2.5747
n.328     1.7663         2.6494
n.329     1.9807         2.7325
n.330     0.0735         2.7627
n.331    -1.6867         2.8036
n.332    -1.1253         2.8627
n.333     0.1410         2.8795
n.334    -1.2000         2.8916
n.335     0.0241         2.8928
n.336    -0.5108         2.9542
n.337    -1.8952         2.9711
n.338    -3.4530         2.9759
n.339    -1.6506         3.0627
n.340    -2.5952         3.1096
n.341    -2.0446         3.1349
n.342    -1.3880         3.1470
n.343    -1.5458         3.4072
n.344    -1.0542         3.4108
n.345    -0.6277         3.4133
n.346     0.7277         3.4952
n.347     0.6145         3.5060
n.348    -2.0289         3.6675
n.349    -2.2301         3.6855
n.350    -0.7012         3.6952
n.351    -0.1373         3.7386
n.352     0.8892         3.7892
n.353     0.2639         3.8458
n.354    -3.7627         3.8892
n.355    -3.0386         3.8904
n.356    -1.9313         4.0265
n.357    -4.5988         4.0807
n.358    -2.8735         4.1012
n.359    -2.7217         4.1096
n.360    -6.2482         4.3096
n.361    -8.4422         4.3277
n.362    -3.3482         4.4880
n.363    -0.7313         4.7024
n.364    -1.4988         5.0446
n.365     0.8627         5.3578

Dai dati sono state estrapolate le seguenti variabili.
Media: -0.8008
Varianza: 6.1664
Mediana: -0.9988
