I dati analizzati provengono dal file: data/1941.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     0.5361       -10.2108
n.2    -1.7373        -9.1229
n.3     0.9651        -8.6566
n.4     1.2217        -8.5964
n.5     1.4916        -8.0892
n.6    -0.9000        -7.9253
n.7    -3.0988        -7.7096
n.8    -4.5241        -7.2675
n.9    -2.2386        -7.1169
n.10    -3.6048        -7.0639
n.11    -9.1229        -6.7602
n.12    -7.0639        -6.7506
n.13    -6.7506        -6.6554
n.14   -10.2108        -6.2120
n.15    -7.7096        -6.1422
n.16    -7.2675        -6.0687
n.17    -3.7169        -5.9036
n.18    -8.6566        -5.7952
n.19    -5.7831        -5.7831
n.20    -5.0566        -5.5506
n.21     0.7651        -5.4759
n.22     1.1735        -5.4590
n.23     1.6482        -5.3831
n.24     0.4506        -5.3735
n.25    -0.6229        -5.2554
n.26    -0.1795        -5.2000
n.27    -1.9048        -5.1759
n.28    -1.5807        -5.1325
n.29    -1.8542        -5.1084
n.30    -2.8217        -5.0566
n.31    -3.7000        -5.0398
n.32    -3.3205        -4.9458
n.33    -8.0892        -4.8988
n.34    -6.7602        -4.7169
n.35    -1.9928        -4.5855
n.36    -3.9217        -4.5241
n.37    -8.5964        -4.3181
n.38    -7.9253        -4.3108
n.39    -4.9458        -4.2699
n.40    -3.9301        -4.2602
n.41    -2.4108        -4.2145
n.42    -2.3205        -4.1904
n.43    -2.4494        -4.1434
n.44     0.4831        -4.1108
n.45     1.0867        -4.0952
n.46     3.0337        -4.0916
n.47     1.1843        -3.9711
n.48     0.8578        -3.9301
n.49     1.2578        -3.9217
n.50    -0.8120        -3.7530
n.51    -0.9181        -3.7482
n.52     1.1566        -3.7169
n.53    -1.1048        -3.7096
n.54    -0.6386        -3.7000
n.55    -1.2892        -3.6277
n.56    -0.3964        -3.6169
n.57    -1.3602        -3.6048
n.58    -1.2205        -3.5964
n.59    -1.2759        -3.5904
n.60    -0.3819        -3.5313
n.61     1.2602        -3.4217
n.62     1.6687        -3.3964
n.63     1.9940        -3.3928
n.64     1.9169        -3.3735
n.65     0.4386        -3.3373
n.66     0.6590        -3.3205
n.67     1.3639        -3.3072
n.68     0.7747        -3.2783
n.69    -0.6048        -3.2723
n.70     0.6458        -3.2446
n.71     0.2024        -3.2181
n.72    -0.7940        -3.1253
n.73    -2.1349        -3.0988
n.74    -1.8988        -3.0976
n.75    -1.2072        -3.0964
n.76    -1.4241        -3.0301
n.77    -4.2699        -2.9940
n.78    -5.3831        -2.9892
n.79    -3.3373        -2.9590
n.80    -2.9193        -2.9361
n.81    -0.9157        -2.9193
n.82     1.2048        -2.8253
n.83     0.9627        -2.8241
n.84    -0.6554        -2.8217
n.85     0.4892        -2.7892
n.86     1.3940        -2.7651
n.87     0.7759        -2.5795
n.88     2.2916        -2.5627
n.89    -1.5530        -2.5590
n.90     0.9229        -2.5434
n.91    -1.6530        -2.5386
n.92    -3.3928        -2.5289
n.93    -2.2614        -2.5181
n.94    -0.4651        -2.4952
n.95    -0.4072        -2.4916
n.96    -1.0458        -2.4747
n.97    -0.9277        -2.4494
n.98    -0.9867        -2.4108
n.99    -3.7096        -2.3988
n.100    -6.2120        -2.3590
n.101    -6.1422        -2.3530
n.102    -4.1904        -2.3301
n.103    -1.7325        -2.3205
n.104    -0.6988        -2.3193
n.105    -1.2904        -2.3024
n.106    -0.4048        -2.2783
n.107     0.3855        -2.2711
n.108    -0.1325        -2.2699
n.109    -0.2410        -2.2614
n.110     0.7361        -2.2386
n.111     2.7277        -2.2313
