I dati analizzati provengono dal file: data/1987.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     2.4361        -8.2639
n.2     2.4627        -8.1506
n.3     1.7651        -6.8060
n.4     0.7217        -6.4518
n.5    -1.1084        -6.0831
n.6    -0.7000        -6.0747
n.7     0.9012        -5.8361
n.8    -1.4241        -5.8265
n.9    -2.0386        -5.7988
n.10    -2.3048        -5.7410
n.11    -1.7229        -5.7253
n.12    -8.2639        -5.6542
n.13    -8.1506        -5.5181
n.14    -4.6108        -5.5048
n.15    -0.9096        -5.4072
n.16    -0.8675        -5.3614
n.17    -2.3169        -5.3590
n.18    -4.7566        -5.3193
n.19    -3.9831        -5.2241
n.20    -4.8566        -5.0530
n.21    -4.6349        -4.9976
n.22    -5.8265        -4.8566
n.23    -6.4518        -4.8277
n.24    -3.2494        -4.7952
n.25    -3.4229        -4.7940
n.26    -2.0795        -4.7566
n.27    -1.8048        -4.7157
n.28    -0.9807        -4.7012
n.29    -1.1542        -4.6747
n.30    -3.5217        -4.6349
n.31    -4.6000        -4.6108
n.32    -3.3205        -4.6000
n.33    -3.2892        -4.5542
n.34    -4.1602        -4.4253
n.35    -1.8928        -4.4084
n.36    -0.3217        -4.3699
n.37    -0.3964        -4.2928
n.38     0.5747        -4.2337
n.39     1.4542        -4.2205
n.40     0.8699        -4.1602
n.41     0.8892        -4.1566
n.42     1.9795        -3.9831
n.43     3.6506        -3.9373
n.44     4.8831        -3.9229
n.45     4.4867        -3.7771
n.46     2.9337        -3.7289
n.47     2.0843        -3.6699
n.48    -0.5422        -3.6349
n.49    -0.1422        -3.5795
n.50    -1.5120        -3.5217
n.51    -0.7181        -3.4964
n.52    -0.4434        -3.4229
n.53    -2.4048        -3.4193
n.54    -1.4386        -3.3205
n.55    -2.1892        -3.2976
n.56    -3.4964        -3.2892
n.57    -2.8602        -3.2855
n.58    -1.4205        -3.2843
n.59     0.0241        -3.2614
n.60     3.1181        -3.2494
n.61     2.6602        -3.1229
n.62     1.3687        -3.1157
n.63    -6.8060        -3.0952
n.64    -6.0831        -3.0940
n.65    -5.3614        -3.0783
n.66    -5.7410        -3.0181
n.67    -5.8361        -2.9133
n.68    -5.7253        -2.8831
n.69    -5.5048        -2.8602
n.70    -5.6542        -2.8458
