I dati analizzati provengono dal file: data/1950.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1    -0.0639        -9.0000
n.2    -2.6373        -8.4108
n.3    -0.0349        -7.8361
n.4     0.3217        -6.9386
n.5     0.3916        -6.8627
n.6     0.7000        -5.6434
n.7     1.1012        -5.6373
n.8     0.6759        -5.6217
n.9     0.9614        -5.6096
n.10     1.9952        -5.4205
n.11     2.2771        -5.1892
n.12     1.5361        -4.6313
n.13     0.6494        -4.5301
n.14     0.1892        -4.4181
n.15     0.7904        -4.4036
n.16     2.0325        -4.3651
n.17     2.5831        -4.3410
n.18     1.2434        -4.3386
n.19    -1.0831        -4.2169
n.20    -1.5566        -4.1530
n.21    -0.4349        -4.1494
n.22    -1.4265        -4.0325
n.23    -2.0518        -3.9554
n.24    -4.1494        -3.9325
n.25    -2.7229        -3.8687
n.26    -2.0795        -3.8398
n.27    -1.7048        -3.8133
n.28    -2.1807        -3.7819
n.29    -2.3542        -3.7602
n.30    -5.6217        -3.4048
n.31    -9.0000        -3.3976
n.32    -5.4205        -3.1482
n.33    -5.1892        -3.1361
n.34    -3.7602        -3.1301
n.35    -1.3928        -2.9819
n.36    -1.2217        -2.8602
n.37    -0.7964        -2.8024
n.38    -0.9253        -2.7639
n.39    -2.1458        -2.7229
n.40    -3.1301        -2.7145
n.41    -0.6108        -2.6723
n.42     1.1795        -2.6373
n.43     1.6506        -2.4904
n.44     0.4831        -2.4759
n.45     3.0867        -2.3747
n.46     1.1337        -2.3542
n.47     1.2843        -2.2928
n.48     3.1578        -2.2855
n.49     2.9578        -2.2735
n.50     2.7880        -2.1916
n.51     1.9819        -2.1807
n.52     2.4566        -2.1458
n.53     3.1952        -2.1325
n.54     0.0614        -2.0795
n.55    -0.0892        -2.0795
n.56     0.2036        -2.0614
n.57     1.5398        -2.0578
n.58    -1.2205        -2.0518
n.59    -2.4759        -2.0361
n.60    -3.7819        -2.0169
n.61    -1.9398        -2.0120
n.62    -0.5313        -1.9651
n.63    -0.0060        -1.9398
n.64     0.4169        -1.9072
n.65     0.8386        -1.8313
n.66     2.0590        -1.8313
n.67     3.5639        -1.7904
n.68     3.8747        -1.7217
n.69     3.3952        -1.7205
n.70     1.5458        -1.7145
n.71     0.5024        -1.7048
n.72    -0.2940        -1.6940
n.73    -0.8349        -1.5988
n.74     0.0012        -1.5566
n.75     0.1928        -1.5458
n.76     0.4759        -1.5386
n.77     2.7301        -1.5349
n.78     2.2169        -1.5277
n.79     1.4627        -1.4687
n.80    -0.1193        -1.4265
n.81     1.1843        -1.3928
n.82     2.0048        -1.3843
n.83     0.9627        -1.3458
n.84     1.8446        -1.3398
n.85    -0.1108        -1.3373
n.86    -0.6060        -1.2289
n.87    -0.9241        -1.2217
n.88    -0.3084        -1.2205
n.89     0.5470        -1.1855
n.90     0.9229        -1.1337
n.91    -0.1530        -1.1277
n.92    -0.7928        -1.1253
n.93    -2.0614        -1.1229
n.94    -1.9651        -1.1012
