I dati analizzati provengono dal file: data/1959.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     4.1361        -4.7120
n.2     2.9627        -4.5530
n.3     2.8651        -4.5205
n.4    -0.6783        -4.2964
n.5    -0.8084        -4.0373
n.6    -1.4000        -4.0229
n.7     0.4012        -3.8807
n.8    -0.0241        -3.8735
n.9     0.8614        -3.8723
n.10    -1.9048        -3.7145
n.11    -2.6229        -3.6145
n.12    -2.5639        -3.6012
n.13    -3.1506        -3.6012
n.14    -0.8108        -3.5602
n.15    -0.4096        -3.5482
n.16     1.1325        -3.5133
n.17    -0.6169        -3.5108
n.18    -2.2566        -3.4867
n.19    -0.4831        -3.2916
n.20     1.7434        -3.2843
n.21     2.6651        -3.2747
n.22     3.8735        -3.1795
n.23     4.9482        -3.1687
n.24     3.0506        -3.1651
n.25     2.4771        -3.1506
n.26    -0.7795        -3.1373
n.27    -0.9048        -3.1361
n.28    -1.1807        -3.1217
n.29    -1.1542        -3.0747
n.30     0.1783        -3.0289
n.31    -0.5000        -3.0145
n.32    -2.0205        -2.9916
n.33    -1.3892        -2.9735
n.34    -0.9602        -2.9554
n.35    -0.6928        -2.9337
n.36    -0.3217        -2.9157
n.37    -1.2964        -2.9084
n.38    -1.9253        -2.8530
n.39    -1.0458        -2.8458
n.40    -1.0301        -2.8325
n.41    -0.8108        -2.8229
n.42    -1.0205        -2.7988
n.43    -1.7494        -2.7506
n.44    -1.0169        -2.6988
n.45    -1.0133        -2.6976
n.46    -0.0663        -2.6771
n.47     1.1843        -2.6651
n.48    -0.4422        -2.6470
n.49    -0.1422        -2.6229
n.50     0.5880        -2.6108
n.51     1.5819        -2.5892
n.52     2.6566        -2.5687
n.53     4.0952        -2.5675
n.54     1.9614        -2.5639
n.55     0.9108        -2.5373
n.56     2.3036        -2.5301
n.57     1.1398        -2.4904
n.58     1.9795        -2.4699
n.59     2.5241        -2.3904
n.60     2.7181        -2.3747
n.61     2.7602        -2.3590
n.62     3.0687        -2.3169
n.63     2.8940        -2.2867
n.64     4.9169        -2.2578
n.65     4.7386        -2.2566
n.66     4.4590        -2.2289
