I dati analizzati provengono dal file: data/2009.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1    -1.0639        -6.5627
n.2    -1.5373        -5.6386
n.3    -1.0349        -5.2361
n.4    -1.7783        -5.0518
n.5    -1.7084        -4.5904
n.6    -1.7000        -4.5048
n.7    -0.4988        -4.4313
n.8     0.1759        -4.3084
n.9    -1.9386        -4.1590
n.10    -4.5048        -3.9771
n.11    -3.4229        -3.9193
n.12    -1.6639        -3.8108
n.13    -2.9506        -3.4229
n.14    -1.0108        -3.2627
n.15     0.8904        -3.2012
n.16    -0.8675        -3.1277
n.17    -0.0169        -3.0373
n.18     1.3434        -2.9530
n.19     0.5169        -2.9506
n.20     2.1434        -2.9120
n.21     2.3651        -2.8373
n.22    -0.6265        -2.8301
n.23    -1.5518        -2.8157
n.24    -1.2494        -2.4747
n.25     1.0771        -2.3699
n.26     1.1205        -2.3554
n.27     1.5952        -2.3530
n.28     1.0193        -2.3193
n.29     0.8458        -2.2578
n.30     0.1783        -2.2554
n.31    -0.9000        -2.1892
n.32    -1.0205        -2.0976
n.33    -1.0892        -2.0843
n.34     0.4398        -2.0482
n.35     0.0072        -2.0169
n.36     3.7783        -1.9964
n.37     4.6036        -1.9831
n.38     4.6747        -1.9602
n.39     4.0542        -1.9386
n.40     1.4699        -1.9373
n.41     0.7892        -1.9181
n.42     1.7795        -1.8747
n.43    -0.2494        -1.8133
n.44    -0.1169        -1.8096
n.45    -1.8133        -1.7783
n.46    -1.3663        -1.7084
n.47    -1.1157        -1.7000
n.48    -0.3422        -1.6639
n.49    -1.3422        -1.6614
n.50    -2.9120        -1.6289
n.51    -1.4181        -1.6048
n.52     0.2566        -1.6012
n.53     0.2952        -1.5892
n.54     0.5614        -1.5518
n.55     0.3108        -1.5373
n.56     0.1036        -1.4988
n.57    -0.5602        -1.4181
n.58     1.6795        -1.3904
n.59     2.8241        -1.3819
n.60     2.6181        -1.3783
n.61     3.2602        -1.3663
n.62     2.4687        -1.3590
n.63     0.5940        -1.3422
n.64     0.7169        -1.2494
n.65     0.9386        -1.1651
n.66     3.1590        -1.1157
n.67     1.5639        -1.1012
n.68     0.3747        -1.0892
n.69    -1.6048        -1.0687
n.70    -0.2542        -1.0639
n.71    -0.3976        -1.0554
n.72     1.5060        -1.0482
n.73     0.9651        -1.0386
n.74     1.5012        -1.0349
n.75     1.0928        -1.0205
n.76     0.8759        -1.0108
n.77     1.6301        -0.9916
n.78     1.4169        -0.9301
n.79    -2.8373        -0.9000
n.80    -3.9193        -0.8675
n.81    -2.8157        -0.8494
n.82     1.0048        -0.7422
n.83    -0.6373        -0.7108
n.84    -2.2554        -0.7084
n.85    -0.7108        -0.6410
n.86     0.2940        -0.6373
n.87     0.1759        -0.6265
n.88    -0.4084        -0.6012
n.89     0.3470        -0.5602
n.90     1.2229        -0.5434
n.91     0.5470        -0.5277
n.92     0.7072        -0.5133
n.93     2.3386        -0.4988
n.94     2.2349        -0.4482
n.95     3.2928        -0.4470
n.96     2.8542        -0.4205
n.97     2.6723        -0.4084
n.98     2.4133        -0.3976
n.99     2.7904        -0.3554
