I dati analizzati provengono dal file: data/1972.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     2.9361        -7.3843
n.2     2.0627        -6.6747
n.3     2.7651        -6.2169
n.4     1.3217        -6.1964
n.5    -0.1084        -6.1795
n.6    -0.9000        -6.0904
n.7    -0.5988        -6.0783
n.8     0.5759        -6.0217
n.9     1.1614        -6.0000
n.10     2.9952        -5.9940
n.11     0.3771        -5.9783
n.12     3.0361        -5.8964
n.13     2.5494        -5.8301
n.14     0.7892        -5.3711
n.15     1.1904        -5.2771
n.16     0.5325        -5.1988
n.17    -1.4169        -5.1843
n.18    -0.0566        -5.1627
n.19     1.2169        -5.1096
n.20     1.8434        -5.1024
n.21     1.1651        -5.0843
n.22     1.2735        -4.9325
n.23     0.3482        -4.9301
n.24    -0.4494        -4.9108
n.25    -2.1229        -4.8458
n.26    -3.2795        -4.8205
n.27    -3.2048        -4.8084
n.28    -1.8807        -4.7530
n.29    -2.1542        -4.6687
n.30    -2.9217        -4.6602
n.31    -1.8000        -4.6566
n.32    -1.4205        -4.6373
n.33    -1.0892        -4.5542
n.34    -1.5602        -4.5253
n.35    -1.4928        -4.5084
n.36    -1.0217        -4.4723
n.37     0.1036        -4.4145
n.38     0.5747        -4.4108
n.39     1.5542        -4.3940
n.40     2.4699        -4.3867
n.41     2.8892        -4.3699
n.42     2.2795        -4.3253
n.43     2.6506        -4.3205
n.44     3.1831        -4.2988
n.45     2.4867        -4.2940
n.46     3.0337        -4.2904
n.47     0.8843        -4.1855
n.48     0.5578        -4.1735
n.49     1.8578        -4.1277
n.50     4.0880        -4.1012
n.51     3.6819        -4.0289
n.52     2.3566        -3.9795
n.53     1.8952        -3.9711
n.54     1.2614        -3.9193
n.55     2.5108        -3.8747
n.56     2.7036        -3.8048
n.57     3.5398        -3.7735
n.58     3.3795        -3.7494
n.59     2.9241        -3.7265
n.60     1.9181        -3.7133
n.61     0.3602        -3.5747
n.62    -0.4313        -3.5157
n.63    -0.9060        -3.4386
n.64    -0.4831        -3.4229
n.65     0.8386        -3.4205
n.66     0.6590        -3.4169
n.67     2.0639        -3.3145
n.68     0.6747        -3.3024
n.69     2.0952        -3.2892
n.70     3.8458        -3.2795
n.71     0.0024        -3.2735
n.72    -4.3940        -3.2048
n.73    -2.7349        -3.1916
n.74    -0.3988        -3.1795
n.75     0.9928        -3.1699
n.76     0.8759        -3.1157
n.77     2.7301        -3.1084
n.78     2.1169        -3.1072
n.79     2.4627        -3.1048
n.80     2.1807        -3.0759
n.81     2.1843        -2.9904
n.82     2.3048        -2.9783
n.83     3.0627        -2.9542
n.84     3.1446        -2.9253
n.85     2.4892        -2.9229
n.86     2.1940        -2.9217
n.87     0.9759        -2.9181
n.88     0.8916        -2.8964
n.89     0.8470        -2.8639
n.90     2.0229        -2.8506
n.91     1.3470        -2.8373
n.92     3.1072        -2.8241
n.93     3.6386        -2.8145
n.94     2.7349        -2.7735
n.95     1.7928        -2.7361
n.96     0.3542        -2.7361
n.97     1.8723        -2.7349
n.98     1.2133        -2.7169
n.99    -0.5096        -2.6566
n.100    -1.1120        -2.6458
n.101    -0.3422        -2.5988
n.102    -1.6904        -2.5229
n.103     0.4675        -2.5181
n.104     1.3012        -2.4916
n.105     0.9096        -2.4819
n.106    -2.3048        -2.4711
n.107    -1.7145        -2.4590
n.108    -1.8325        -2.4349
n.109    -1.8410        -2.4313
n.110    -2.8639        -2.4120
n.111    -1.0723        -2.3675
n.112    -1.5205        -2.3048
n.113    -1.2120        -2.2627
n.114    -0.9747        -2.2337
n.115    -5.8301        -2.2325
n.116    -5.1096        -2.1735
n.117    -3.4386        -2.1542
n.118    -2.4819        -2.1482
n.119    -4.2904        -2.1446
n.120    -1.9831        -2.1373
n.121    -1.1410        -2.1253
n.122    -1.2349        -2.1241
n.123    -0.2386        -2.1229
n.124    -0.7952        -2.0976
n.125    -0.4277        -2.0771
n.126    -0.1964        -2.0470
n.127    -0.0217        -2.0289
n.128    -0.6904        -1.9988
n.129    -0.5964        -1.9831
n.130    -1.3940        -1.9807
n.131    -0.6361        -1.9759
n.132    -3.7735        -1.9747
n.133    -5.3711        -1.9578
n.134    -4.2940        -1.9012
n.135    -4.5084        -1.8867
n.136    -4.9301        -1.8807
n.137    -4.5253        -1.8554
n.138    -4.5542        -1.8410
n.139    -3.5157        -1.8325
n.140    -2.9181        -1.8301
n.141    -2.8241        -1.8145
n.142    -2.2337        -1.8072
n.143    -1.2289        -1.8072
n.144    -0.4108        -1.8000
n.145     0.7807        -1.7904
n.146     1.1759        -1.7578
n.147     0.7072        -1.7145
n.148    -1.4313        -1.7145
n.149    -0.5699        -1.7012
n.150     0.2458        -1.6904
n.151    -0.3867        -1.6470
n.152    -1.4651        -1.5855
n.153    -3.1072        -1.5602
n.154    -2.8964        -1.5590
n.155    -1.3386        -1.5289
n.156    -0.4096        -1.5205
n.157    -1.8072        -1.5108
n.158    -0.4470        -1.4928
n.159    -0.3590        -1.4651
n.160    -1.8072        -1.4313
n.161    -2.0976        -1.4205
n.162    -3.2892        -1.4193
n.163    -4.4108        -1.4169
n.164    -4.1735        -1.3940
n.165    -4.4145        -1.3590
n.166    -4.4723        -1.3386
n.167    -3.9193        -1.2892
n.168    -2.9229        -1.2783
n.169    -2.6566        -1.2651
n.170    -1.9747        -1.2446
n.171    -1.7012        -1.2349
n.172    -0.7831        -1.2337
n.173    -1.1554        -1.2289
n.174    -0.7012        -1.2120
n.175    -2.4711        -1.1554
n.176    -2.1482        -1.1410
n.177    -0.3361        -1.1386
n.178    -1.8554        -1.1157
n.179    -1.2783        -1.1120
n.180    -0.9976        -1.1000
n.181    -1.8145        -1.0892
n.182    -2.6458        -1.0723
n.183    -4.2988        -1.0217
n.184    -3.7494        -1.0217
n.185    -2.1241        -1.0145
n.186    -2.2325        -0.9988
n.187    -2.1253        -0.9976
n.188    -0.7892        -0.9747
n.189     1.1506        -0.9554
n.190     2.0819        -0.9301
n.191    -0.0614        -0.9060
n.192    -5.8964        -0.9000
n.193    -4.8205        -0.8084
n.194    -3.8048        -0.8000
n.195    -3.4169        -0.7952
n.196    -3.1048        -0.7892
n.197    -2.4120        -0.7855
n.198    -0.4855        -0.7831
n.199     0.1723        -0.7012
n.200     0.4807        -0.7012
n.201    -0.0590        -0.6904
n.202    -0.8084        -0.6904
n.203     0.6542        -0.6651
n.204     0.7458        -0.6398
n.205    -0.6904        -0.6361
n.206    -1.1157        -0.6361
n.207    -0.6651        -0.5988
n.208    -3.4205        -0.5964
n.209    -5.1627        -0.5699
n.210    -4.1277        -0.5096
n.211    -5.0843        -0.4855
n.212    -4.9108        -0.4831
n.213    -5.1988        -0.4627
n.214    -6.1964        -0.4494
n.215    -4.7530        -0.4470
n.216    -3.1916        -0.4313
n.217    -3.4229        -0.4277
n.218    -2.5181        -0.4108
n.219    -1.5590        -0.4096
n.220    -1.5855        -0.3988
n.221    -0.9301        -0.3867
n.222     0.3566        -0.3590
n.223     1.7783        -0.3518
n.224     1.4000        -0.3422
n.225     1.7289        -0.3361
n.226    -0.0373        -0.2386
n.227    -1.9578        -0.2133
n.228    -2.4349        -0.1964
n.229    -1.7904        -0.1084
n.230    -2.1735        -0.0614
n.231    -4.9325        -0.0590
n.232    -5.1843        -0.0566
n.233    -3.9711        -0.0434
n.234    -3.1084        -0.0373
n.235    -6.0000        -0.0217
n.236    -4.6602         0.0024
n.237    -3.7133         0.0446
n.238    -2.9783         0.0614
n.239    -2.0470         0.0627
n.240    -2.1446         0.1036
n.241    -3.0759         0.1687
n.242    -2.7361         0.1723
n.243    -2.8145         0.2145
n.244    -1.9012         0.2313
n.245    -3.5747         0.2458
n.246    -4.6373         0.3398
n.247    -2.5229         0.3482
n.248    -3.2735         0.3542
n.249    -1.8867         0.3566
n.250    -2.4916         0.3602
n.251    -1.6470         0.3723
n.252    -1.0145         0.3771
n.253    -1.5289         0.3831
n.254    -2.9253         0.4675
n.255    -4.6566         0.4807
n.256    -5.9783         0.5277
n.257    -6.6747         0.5325
n.258    -7.3843         0.5530
n.259    -6.0783         0.5578
n.260    -6.2169         0.5602
n.261    -6.1795         0.5675
n.262    -5.1024         0.5747
n.263    -5.2771         0.5759
n.264    -4.3205         0.6084
n.265    -3.9795         0.6542
n.266    -3.3024         0.6554
n.267    -2.7361         0.6590
n.268    -3.3145         0.6747
n.269    -6.0217         0.7072
n.270    -6.0904         0.7458
n.271    -4.8458         0.7627
n.272    -4.1855         0.7807
n.273    -3.1157         0.7892
n.274    -3.1795         0.7964
n.275    -3.8747         0.8349
n.276    -3.1699         0.8386
n.277    -4.6687         0.8458
n.278    -5.9940         0.8470
n.279    -4.0289         0.8759
n.280    -2.8373         0.8843
