I dati analizzati provengono dal file: data/1988.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     4.4361        -6.7651
n.2     3.4627        -6.3470
n.3     4.4651        -6.0602
n.4     2.0217        -6.0470
n.5     2.2916        -5.8072
n.6     5.1000        -5.5193
n.7     5.9012        -5.4530
n.8     3.0759        -5.4337
n.9     0.3614        -5.0843
n.10    -0.9048        -5.0783
n.11     0.6771        -5.0096
n.12     1.5361        -4.3747
n.13     2.0494        -4.1120
n.14     3.5892        -3.9000
n.15     4.3904        -3.8590
n.16     4.4325        -3.7169
n.17     3.6831        -3.6265
n.18     3.7434        -3.5867
n.19     5.1169        -3.5084
n.20     5.3434        -3.3554
n.21     4.8651        -3.3482
n.22     2.1735        -3.3000
n.23     3.4482        -3.2855
n.24     0.9506        -3.2133
n.25     0.4771        -3.1494
n.26     1.4205        -3.0783
n.27     1.4952        -3.0602
n.28     3.3193        -3.0373
n.29     4.5458        -3.0313
n.30     4.0783        -3.0048
n.31     2.2000        -2.9253
n.32    -0.2205        -2.8783
n.33     0.5108        -2.8566
n.34     0.8398        -2.8361
n.35     0.6072        -2.7976
n.36     2.3783        -2.7361
n.37     1.7036        -2.7048
n.38     3.6747        -2.6301
n.39     0.2542        -2.6253
n.40     1.1699        -2.6169
n.41     0.4892        -2.5554
n.42     0.7795        -2.5530
n.43     2.1506        -2.5458
n.44     3.1831        -2.5313
n.45    -0.6133        -2.5229
n.46     0.7337        -2.5072
n.47     0.6843        -2.4928
n.48     0.8578        -2.4711
n.49     1.8578        -2.2819
n.50     1.9880        -2.2795
n.51     2.6819        -2.2771
n.52     0.3566        -2.2747
n.53     0.1952        -2.2482
n.54    -0.3386        -2.2060
n.55     0.4108        -2.1831
n.56    -0.8964        -2.1699
n.57    -1.6602        -2.1398
n.58    -0.8205        -2.1241
n.59    -0.9759        -2.0747
n.60    -2.2819        -2.0133
n.61    -2.1398        -2.0108
n.62    -3.0313        -1.9916
n.63    -2.2060        -1.9687
n.64    -0.9831        -1.9530
n.65    -0.3614        -1.9337
n.66    -0.9410        -1.9024
n.67    -0.8361        -1.8373
n.68    -2.6253        -1.8145
n.69    -3.0048        -1.8012
n.70    -1.4542        -1.7988
n.71     0.0024        -1.7976
n.72     1.4060        -1.7458
n.73     1.1651        -1.6711
n.74     1.4012        -1.6614
n.75     0.7928        -1.6602
n.76     1.3759        -1.6446
n.77     0.6301        -1.6241
n.78    -1.0831        -1.6108
n.79    -0.4373        -1.5771
n.80     0.8807        -1.5711
n.81     2.2843        -1.5542
n.82     0.5048        -1.5229
n.83     1.1627        -1.4590
n.84     1.6446        -1.4542
n.85     2.0892        -1.4277
n.86     1.4940        -1.3578
n.87     0.2759        -1.3181
n.88    -0.1084        -1.2470
n.89    -2.5530        -1.2313
n.90    -2.2771        -1.1976
n.91    -1.9530        -1.1651
