I dati analizzati provengono dal file: data/1975.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     1.0361        -6.5337
n.2     0.8627        -6.1651
n.3     0.1651        -5.9193
n.4    -0.7783        -5.4602
n.5     1.2916        -5.0518
n.6     1.3000        -5.0169
n.7     1.4012        -4.9675
n.8     3.7759        -4.8916
n.9     2.2614        -4.8470
n.10    -0.0048        -4.8000
n.11     0.8771        -4.6386
n.12     3.0361        -4.2133
n.13     1.7494        -4.2096
n.14     2.0892        -4.2072
n.15     3.3904        -4.1590
n.16     3.1325        -4.1373
n.17     4.0831        -4.1265
n.18     5.3434        -4.0952
n.19     6.3169        -4.0458
n.20     6.3434        -4.0241
n.21     6.0651        -3.9964
n.22     5.3735        -3.9373
n.23     3.3482        -3.9253
n.24     3.8506        -3.8699
n.25     2.0771        -3.7867
n.26     3.0205        -3.7072
n.27     2.5952        -3.6928
n.28     4.1193        -3.6747
n.29     3.4458        -3.6554
n.30     3.8783        -3.6120
n.31     2.2000        -3.5904
n.32     2.0795        -3.5614
n.33     2.9108        -3.5566
n.34     1.1398        -3.5530
n.35     0.8072        -3.5157
n.36     0.1783        -3.5108
n.37     0.8036        -3.4988
n.38     1.3747        -3.4964
n.39     1.8542        -3.4952
n.40     1.6699        -3.4000
n.41    -0.0108        -3.3651
n.42     1.0795        -3.3530
n.43     2.3506        -3.3361
n.44     2.9831        -3.2928
n.45     0.8867        -3.2892
n.46     1.3337        -3.2759
n.47     0.5843        -3.2590
n.48    -0.6422        -3.2277
n.49    -0.6422        -3.1831
n.50     0.0880        -3.1651
n.51     0.9819        -3.1217
n.52    -1.6434        -3.1012
n.53    -1.5048        -3.0554
n.54    -1.8386        -3.0398
n.55    -1.1892        -3.0325
n.56    -1.2964        -3.0229
n.57    -0.4602        -3.0205
n.58    -1.3205        -2.9771
n.59    -1.5759        -2.9084
n.60    -0.4819        -2.8699
n.61     1.0602        -2.7831
n.62     2.0687        -2.7193
n.63     1.4940        -2.7145
n.64     1.8169        -2.6783
n.65     1.1386        -2.6747
n.66     0.2590        -2.6651
n.67     1.7639        -2.6627
n.68     1.9747        -2.6470
n.69     2.3952        -2.5964
n.70     1.9458        -2.5867
n.71    -0.1976        -2.5627
n.72     0.2060        -2.5398
n.73     0.8651        -2.5108
n.74    -0.2988        -2.5012
n.75    -1.1072        -2.4904
n.76    -2.2241        -2.4699
n.77    -3.8699        -2.4373
n.78    -2.7831        -2.4241
n.79    -4.1373        -2.4108
n.80    -2.1193        -2.4012
n.81    -3.5157        -2.3506
n.82    -4.0952        -2.3084
n.83    -3.9373        -2.2976
n.84    -3.6554        -2.2892
n.85    -2.5108        -2.2783
n.86    -2.0060        -2.2554
n.87    -0.8241        -2.2313
n.88    -2.3084        -2.2313
n.89    -3.5530        -2.2241
n.90    -2.9771        -2.2108
n.91    -3.3530        -2.2072
n.92    -3.6928        -2.2000
n.93    -3.5614        -2.1735
n.94    -3.1651        -2.1422
n.95    -1.1072        -2.1193
n.96    -1.1458        -2.0952
n.97    -1.8277        -2.0904
n.98    -1.5867        -2.0759
n.99    -1.7096        -2.0542
n.100    -3.6120        -2.0193
n.101    -2.1422        -2.0060
n.102    -2.4904        -1.9590
n.103    -1.1325        -1.8711
n.104    -1.2988        -1.8386
n.105    -0.4904        -1.8386
n.106     1.8952        -1.8277
n.107     1.2855        -1.7711
n.108     0.8675        -1.7566
n.109     2.0590        -1.7470
n.110     2.6361        -1.7361
n.111     2.7277        -1.7096
n.112     3.1795        -1.7084
n.113     1.9880        -1.6494
n.114     2.4253        -1.6470
n.115     2.9699        -1.6434
n.116     1.1904        -1.5988
n.117    -0.7386        -1.5867
n.118    -0.1819        -1.5759
n.119     0.4096        -1.5578
n.120     1.9169        -1.5253
n.121     2.3590        -1.5048
n.122     1.8651        -1.4976
n.123     0.0614        -1.4711
n.124    -3.4952        -1.4446
n.125    -3.2277        -1.4289
n.126    -3.9964        -1.4277
n.127    -3.1217        -1.4181
n.128    -3.5904        -1.3940
