I dati analizzati provengono dal file: data/2002.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1    -1.7639        -6.7217
n.2    -3.0373        -5.8434
n.3    -2.3349        -4.7361
n.4    -2.3783        -4.7145
n.5    -2.7084        -4.4048
n.6    -2.7000        -3.9964
n.7    -1.1988        -3.9217
n.8    -0.7241        -3.8458
n.9    -1.9386        -3.7277
n.10    -1.5048        -3.7181
n.11    -1.3229        -3.7096
n.12    -0.4639        -3.7024
n.13    -1.1506        -3.5795
n.14    -1.1108        -3.4301
n.15    -2.5096        -3.3157
n.16    -2.6675        -3.2590
n.17    -1.5169        -3.2169
n.18    -1.2566        -3.1542
n.19    -1.5831        -3.1422
n.20    -0.3566        -3.0928
n.21     0.5651        -3.0373
n.22     0.9735        -3.0361
n.23     0.8482        -3.0072
n.24     2.4506        -3.0072
n.25     1.9771        -2.9699
n.26     2.7205        -2.9530
n.27     2.9952        -2.8855
n.28     4.0193        -2.8747
n.29     2.9458        -2.8120
n.30     2.5783        -2.7651
n.31     2.5000        -2.7277
n.32     2.9795        -2.7253
n.33     1.5108        -2.7084
n.34     1.6398        -2.7000
n.35     1.1072        -2.7000
n.36     1.8783        -2.6675
n.37     3.6036        -2.6120
n.38     4.5747        -2.6084
n.39     2.2542        -2.5193
n.40     2.9699        -2.5096
n.41     4.8892        -2.5060
n.42     3.6795        -2.4470
n.43     3.4506        -2.4048
n.44     3.8831        -2.3783
n.45     4.1867        -2.3651
n.46     2.6337        -2.3349
n.47    -1.5157        -2.2313
n.48     0.4578        -2.1554
n.49     2.0578        -2.0964
n.50     2.0880        -2.0940
n.51     1.6819        -2.0916
n.52     0.9566        -2.0855
n.53     0.1952        -2.0241
n.54     0.7614        -1.9976
n.55     1.2108        -1.9952
n.56    -0.3964        -1.9867
n.57     1.1398        -1.9783
n.58     3.1795        -1.9747
n.59     4.6241        -1.9386
n.60     2.6181        -1.9229
n.61     3.0602        -1.9145
n.62     3.8687        -1.8904
n.63     1.4940        -1.8735
n.64     1.8169        -1.8470
n.65     3.0386        -1.8458
n.66     3.9590        -1.8205
n.67     4.0639        -1.7988
