I dati analizzati provengono dal file: data/2023.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     6.5361        -2.8530
n.2     7.1627        -2.8108
n.3     7.5651        -2.8072
n.4     6.6217        -2.6916
n.5     7.3916        -2.6458
n.6     5.9000        -2.6205
n.7     6.2012        -2.4301
n.8     6.0759        -2.3277
n.9     6.7614        -2.3157
n.10     6.7952        -2.2735
n.11     2.6771        -2.2711
n.12     1.9361        -2.2446
n.13     2.7494        -2.2253
n.14     2.7892        -2.2181
n.15     4.2904        -2.1952
n.16     3.1325        -2.1458
n.17     1.6831        -2.1446
n.18     1.0434        -2.0205
n.19     1.0169        -1.8940
n.20     0.2434        -1.7759
n.21     1.6651        -1.7506
n.22     0.5735        -1.7145
n.23     0.6482        -1.6590
n.24     3.6506        -1.5940
n.25     3.3771        -1.5229
n.26     2.0205        -1.4361
n.27     0.8952        -1.3855
n.28    -0.4807        -1.2651
n.29    -0.0542        -1.2627
n.30     0.2783        -1.2542
n.31     0.4000        -1.2361
n.32     4.1795        -1.2301
n.33     5.3108        -1.2253
n.34     4.9398        -1.1578
n.35     8.5072        -1.1325
n.36     2.8783        -1.0904
n.37     1.8036        -1.0373
n.38    -1.2253        -0.9867
n.39    -2.6458        -0.9181
n.40    -2.4301        -0.9084
n.41    -2.8108        -0.8819
n.42    -2.6205        -0.8482
n.43     1.1506        -0.8253
n.44     2.1831        -0.8205
n.45     1.4867        -0.7880
n.46     2.9337        -0.7084
n.47     3.6843        -0.6373
n.48     3.9578        -0.6157
n.49     5.1578        -0.4807
n.50     6.0880        -0.4759
n.51     4.0819        -0.4458
n.52     4.7566        -0.4325
n.53     5.7952        -0.4241
n.54     5.8614        -0.4024
n.55     5.9108        -0.3639
n.56     6.0036        -0.3458
n.57     0.5398        -0.3361
n.58    -0.8205        -0.3145
n.59    -0.4759        -0.3108
n.60    -0.8819        -0.3096
n.61     1.1602        -0.3000
n.62     2.5687        -0.2771
n.63     2.7940        -0.2651
n.64     2.5169        -0.2446
n.65     3.5386        -0.2361
n.66     3.0590        -0.2301
n.67     3.1639        -0.2133
n.68     5.6747        -0.1904
n.69     4.7952        -0.1627
n.70     6.9458        -0.1458
n.71     4.5024        -0.1241
n.72     3.6060        -0.0723
n.73     4.3651        -0.0542
n.74     3.1012        -0.0145
n.75     0.3928        -0.0145
n.76    -0.1241         0.0024
n.77     0.9301         0.0096
n.78     2.0169         0.0265
n.79     2.2627         0.0735
n.80     3.1807         0.1241
n.81     4.5843         0.1458
n.82     4.3048         0.1614
n.83     4.1627         0.2349
n.84     5.1446         0.2434
n.85     1.2892         0.2759
n.86     1.5940         0.2783
n.87     0.2759         0.2807
n.88     1.6916         0.2904
n.89     3.1470         0.3747
n.90     0.9229         0.3928
n.91     1.9470         0.3988
n.92     1.6072         0.4000
n.93     1.0386         0.4133
n.94    -1.2651         0.5012
n.95    -2.8072         0.5398
n.96    -2.1458         0.5530
n.97    -2.3277         0.5530
n.98     0.4133         0.5735
n.99     1.0904         0.5831
n.100     1.4880         0.6048
n.101     3.1578         0.6410
n.102     1.7096         0.6482
