I dati analizzati provengono dal file: data/2022.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     2.5361        -4.3614
n.2     3.4627        -3.8928
n.3     5.0651        -2.5361
n.4     5.1217        -2.5253
n.5     5.5916        -2.4651
n.6     3.7000        -2.2410
n.7     0.3012        -2.1940
n.8    -1.4241        -2.0361
n.9    -0.3386        -2.0301
n.10    -1.2048        -1.9699
n.11    -0.3229        -1.6614
n.12    -1.1639        -1.6494
n.13    -1.5506        -1.6157
n.14    -0.5108        -1.5506
n.15     0.7904        -1.5398
n.16     0.7325        -1.5072
n.17     4.3831        -1.4976
n.18     4.1434        -1.4663
n.19     1.4169        -1.4241
n.20     2.7434        -1.3446
n.21     1.9651        -1.2855
n.22     0.2735        -1.2048
n.23     0.1482        -1.2024
n.24    -1.6494        -1.1855
n.25     0.1771        -1.1795
n.26     0.3205        -1.1747
n.27    -0.1048        -1.1723
n.28     3.7193        -1.1639
n.29     1.1458        -1.1458
n.30     4.0783        -1.1325
n.31     3.8000        -1.1217
n.32     6.0795        -1.0157
n.33     8.6108        -1.0145
n.34     5.1398        -1.0133
n.35     4.3072        -1.0120
n.36     2.2783        -0.9964
n.37     1.4036        -0.9289
n.38     4.4747        -0.9205
n.39     1.5542        -0.8795
n.40     4.0699        -0.8193
n.41     4.5892        -0.7759
n.42     5.9795        -0.7542
n.43     2.9506        -0.6831
n.44     0.3831        -0.6542
n.45    -1.0133        -0.5735
n.46    -1.4663        -0.5530
n.47    -0.1157        -0.5373
n.48     3.0578        -0.5108
n.49     2.4578        -0.5048
n.50     5.2880        -0.4458
n.51     5.2819        -0.3542
n.52     4.9566        -0.3386
n.53     6.7952        -0.3229
n.54     3.5614        -0.3000
n.55     2.9108        -0.1880
n.56     3.3036        -0.1759
n.57     2.3398        -0.1277
n.58     0.5795        -0.1157
n.59    -0.1759        -0.1120
n.60     0.7181        -0.1048
n.61    -1.5398        -0.0952
n.62     1.5687        -0.0771
n.63     0.9940        -0.0723
n.64    -0.6831         0.0205
n.65    -1.6614         0.0349
n.66    -2.2410         0.0470
n.67    -2.0361         0.0542
n.68    -2.5253         0.0578
n.69    -0.5048         0.0795
n.70    -0.3542         0.1482
n.71    -1.4976         0.1699
n.72    -2.1940         0.1771
n.73     0.4651         0.2735
n.74     2.3012         0.2988
n.75     3.2928         0.3012
n.76     2.7759         0.3048
n.77     1.6301         0.3096
n.78     0.6169         0.3205
n.79    -0.5373         0.3458
n.80    -0.8193         0.3831
n.81    -1.0157         0.4133
n.82     0.3048         0.4361
n.83     1.9627         0.4470
n.84     2.9446         0.4651
n.85     2.8892         0.4831
n.86     4.0940         0.4916
n.87     3.0759         0.5410
n.88     2.0916         0.5795
n.89     0.4470         0.6169
n.90     1.1229         0.6892
n.91    -0.5530         0.7181
n.92    -3.8928         0.7325
n.93    -4.3614         0.7783
n.94    -2.4651         0.7904
n.95    -1.5072         0.8723
n.96    -0.4458         0.8747
n.97     1.4723         0.8904
n.98     3.9133         0.9735
n.99     2.0904         0.9831
n.100    -1.0120         0.9855
n.101     0.0578         0.9940
n.102     1.2096         1.0096
n.103     2.6675         1.0157
n.104     3.9012         1.1229
n.105     5.4096         1.1289
n.106     5.8952         1.1458
n.107     1.8855         1.1675
n.108     1.1675         1.1711
n.109     1.4590         1.1976
n.110     0.4361         1.2048
n.111    -0.0723         1.2096
n.112     0.0795         1.2807
n.113    -0.1120         1.3096
n.114    -1.1747         1.3325
n.115     0.1699         1.3627
n.116     0.8904         1.3627
n.117     1.9614         1.4036
n.118     2.6181         1.4169
n.119     3.0096         1.4253
n.120     3.0169         1.4518
n.121     2.2590         1.4590
n.122     2.1651         1.4639
n.123     2.2614         1.4723
n.124     1.2048         1.4892
n.125    -0.1277         1.5157
n.126    -0.9964         1.5422
n.127     0.7783         1.5530
n.128     1.0096         1.5542
n.129     2.4036         1.5687
n.130     3.8060         1.5723
n.131     4.8639         1.6133
n.132     4.4265         1.6301
n.133     4.2289         1.6422
n.134     4.8060         1.7253
n.135     5.8916         1.7289
n.136     5.8699         1.7301
n.137     6.8747         1.7627
n.138     6.6458         1.7663
n.139     6.2843         1.7771
n.140     7.0819         1.7867
n.141     7.8759         1.8410
n.142     7.1663         1.8494
n.143     6.0711         1.8855
n.144     4.7892         1.9434
n.145     2.5807         1.9614
n.146     3.0759         1.9627
n.147     6.1072         1.9651
n.148     4.3687         1.9747
n.149    -1.9699         2.0904
n.150    -0.6542         2.0916
n.151     1.6133         2.1373
n.152     3.3349         2.1651
n.153     4.8928         2.1988
n.154     3.0036         2.2193
n.155     4.4614         2.2590
n.156     4.7904         2.2614
n.157     4.3928         2.2783
n.158     2.9530         2.2928
n.159     1.8410         2.3012
n.160     2.2928         2.3048
n.161     4.0024         2.3145
n.162     4.7108         2.3145
n.163     6.0892         2.3398
n.164     7.2265         2.3410
n.165     6.0855         2.3542
n.166     6.5277         2.3831
n.167     7.6807         2.3855
n.168     8.1771         2.3988
n.169     8.1434         2.4036
n.170     8.0253         2.4060
n.171     6.8988         2.4217
n.172     6.4169         2.4313
n.173     2.5446         2.4530
n.174     2.3988         2.4578
n.175     1.7289         2.5361
n.176     1.4518         2.5446
n.177     4.1639         2.5614
n.178     5.0446         2.5651
n.179     2.6217         2.5711
n.180     2.8024         2.5807
n.181     3.5855         2.5916
n.182     2.3542         2.6181
n.183     5.1012         2.6217
n.184     6.7506         2.6289
n.185     6.2759         2.6554
n.186     4.9675         2.6675
n.187     5.2747         2.6867
n.188     4.0108         2.7000
n.189     4.3506         2.7012
n.190     4.3819         2.7349
n.191     5.1386         2.7398
n.192     5.0036         2.7434
n.193     3.5795         2.7554
n.194     5.0952         2.7639
n.195     6.1831         2.7759
n.196     7.4952         2.8000
n.197     6.8880         2.8024
n.198     6.4145         2.8084
n.199     6.6723         2.8084
n.200     6.8807         2.8614
n.201     7.5410         2.8892
n.202     8.1916         2.9000
n.203     8.0542         2.9108
n.204     5.7458         2.9217
n.205     5.9096         2.9265
n.206     7.9843         2.9373
n.207     4.9349         2.9446
n.208     3.1795         2.9506
n.209     2.9373         2.9530
n.210     0.8723         2.9687
n.211     1.5157         3.0036
n.212     3.6892         3.0096
n.213     5.1012         3.0169
n.214     4.2036         3.0578
n.215     5.2470         3.0759
n.216     6.5084         3.0759
n.217     7.3771         3.1241
n.218     5.3819         3.1627
n.219     2.3410         3.1795
n.220     2.3145         3.1855
n.221     4.1699         3.2398
n.222     4.4566         3.2530
n.223     3.7783         3.2928
n.224     2.7000         3.3036
