I dati analizzati provengono dal file: data/1971.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1    -5.2639       -11.8349
n.2    -7.0373       -11.3614
n.3   -11.8349       -11.0000
n.4   -10.3783       -10.3783
n.5    -8.9084       -10.0988
n.6   -11.0000        -9.6241
n.7   -10.0988        -9.5831
n.8    -9.6241        -8.9084
n.9    -6.3386        -8.2410
n.10    -4.1048        -8.1361
n.11    -3.1229        -7.0373
n.12    -2.7639        -6.7253
n.13    -3.0506        -6.3398
n.14    -0.0108        -6.3386
n.15    -0.0096        -6.1060
n.16    -1.4675        -5.9313
n.17    -2.9169        -5.8542
n.18     0.6434        -5.3795
n.19     1.1169        -5.2892
n.20     0.5434        -5.2639
n.21     0.8651        -5.2000
n.22     1.3735        -4.8988
n.23     0.4482        -4.8747
n.24     1.9506        -4.8458
n.25     1.2771        -4.6169
n.26     0.9205        -4.5048
n.27     1.9952        -4.4337
n.28     0.5193        -4.4313
n.29     1.0458        -4.4145
n.30     2.8783        -4.3627
n.31     3.6000        -4.3566
n.32     3.2795        -4.2783
n.33     1.3108        -4.2373
n.34    -0.6602        -4.2084
n.35     0.4072        -4.1988
n.36    -1.1217        -4.1928
n.37    -0.1964        -4.1735
n.38     0.7747        -4.1241
n.39     0.0542        -4.1193
n.40    -0.6301        -4.1145
n.41    -1.4108        -4.1048
n.42    -1.0205        -4.0458
n.43    -1.1494        -3.9819
n.44     0.0831        -3.9699
n.45     0.9867        -3.9590
n.46     1.5337        -3.9145
n.47     0.8843        -3.9108
n.48     2.6578        -3.8723
n.49     0.1578        -3.8289
n.50    -0.3120        -3.7265
n.51     0.6819        -3.7193
n.52     0.0566        -3.7193
n.53    -0.6048        -3.6229
n.54     0.7614        -3.4976
n.55     0.4108        -3.4771
n.56    -0.1964        -3.4542
n.57     0.2398        -3.3325
n.58    -0.7205        -3.2036
n.59    -2.6759        -3.1470
n.60    -3.9819        -3.1289
n.61    -6.3398        -3.1229
n.62    -5.9313        -3.1024
n.63    -6.1060        -3.0783
n.64    -9.5831        -3.0542
n.65   -11.3614        -3.0506
n.66    -8.2410        -3.0494
n.67    -8.1361        -3.0241
n.68    -6.7253        -2.9169
n.69    -4.5048        -2.9108
n.70    -3.0542        -2.8169
n.71    -2.0976        -2.8072
n.72    -2.7940        -2.8072
n.73    -2.4349        -2.7940
n.74    -4.8988        -2.7639
n.75    -2.8072        -2.6759
n.76    -3.0241        -2.6747
n.77    -2.4699        -2.6590
n.78    -0.7831        -2.6542
n.79    -0.1373        -2.6084
n.80     2.6807        -2.6072
n.81     1.3843        -2.5193
n.82     0.9048        -2.5060
n.83    -1.3373        -2.4867
n.84    -1.7554        -2.4711
n.85    -0.4108        -2.4699
n.86    -2.5060        -2.4542
n.87    -0.7241        -2.4434
n.88    -2.6084        -2.4349
n.89    -1.8530        -2.3783
n.90    -1.4771        -2.3590
n.91    -1.7530        -2.3241
n.92    -0.6928        -2.2831
n.93    -0.7614        -2.2807
n.94    -0.7651        -2.2410
n.95    -0.5072        -2.2289
n.96    -1.0458        -2.1867
n.97     0.7723        -2.1361
n.98     1.2133        -2.0976
n.99     2.1904        -2.0554
n.100     3.3880        -2.0277
n.101     3.4578        -1.9506
n.102     2.8096        -1.9253
n.103     2.5675        -1.9084
n.104     1.8012        -1.8988
n.105     1.9096        -1.8976
n.106     2.0952        -1.8904
n.107     1.4855        -1.8904
n.108    -0.6325        -1.8904
n.109     1.5590        -1.8711
n.110     1.4361        -1.8530
n.111     2.1277        -1.8470
n.112     2.6795        -1.7952
n.113     0.8880        -1.7843
n.114    -0.3747        -1.7554
n.115     0.4699        -1.7530
n.116    -1.1096        -1.7482
n.117    -1.1386        -1.7470
n.118     0.2181        -1.6855
n.119    -1.8904        -1.6361
n.120    -2.2831        -1.6337
n.121    -2.2410        -1.6012
n.122    -1.3349        -1.5386
n.123    -1.5386        -1.5386
n.124    -1.2952        -1.5277
n.125    -1.5277        -1.5133
n.126    -0.3964        -1.4771
n.127     0.6783        -1.4675
n.128     1.9096        -1.4566
n.129     2.6036        -1.4325
n.130     3.0060        -1.4108
n.131     1.2639        -1.4000
n.132     1.6265        -1.3373
n.133     1.0289        -1.3349
n.134     0.9060        -1.2952
