I dati analizzati provengono dal file: data/1949.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1    -1.7639        -6.4735
n.2     4.4627        -6.3831
n.3     3.2651        -5.9614
n.4     2.7217        -5.8361
n.5     4.2916        -5.1060
n.6     4.6000        -4.9651
n.7     2.2012        -4.9410
n.8     1.0759        -4.9193
n.9     1.7614        -4.3602
n.10     2.0952        -4.3325
n.11    -0.0229        -4.2373
n.12    -0.5639        -4.1928
n.13     1.7494        -4.1361
n.14    -0.8108        -4.1313
n.15     1.5904        -4.1084
n.16     2.1325        -3.9711
n.17     4.8831        -3.9373
n.18     3.5434        -3.8940
n.19     3.2169        -3.8602
n.20     3.6434        -3.7711
n.21     4.1651        -3.7482
n.22     3.9735        -3.7072
n.23     0.6482        -3.5482
n.24    -0.9494        -3.5096
n.25     0.6771        -3.4578
n.26    -0.3795        -3.4566
n.27    -1.0048        -3.3157
n.28    -2.2807        -3.2747
n.29    -1.0542        -3.1940
n.30    -0.5217        -3.1120
n.31     1.7000        -3.1084
n.32     0.5795        -2.9253
n.33    -2.2892        -2.8711
n.34    -3.8602        -2.8277
n.35    -4.1928        -2.8048
n.36    -1.0217        -2.7687
n.37     0.4036        -2.7530
n.38     0.0747        -2.7289
n.39     0.8542        -2.6217
n.40     0.6699        -2.6000
n.41     3.2892        -2.5964
n.42     1.5795        -2.5843
n.43    -0.1494        -2.5735
n.44    -0.3169        -2.5590
n.45    -0.9133        -2.3554
n.46    -0.1663        -2.3361
n.47     0.6843        -2.3217
n.48     1.0578        -2.2892
n.49     0.9578        -2.2855
n.50     0.2880        -2.2807
n.51     2.1819        -2.2723
n.52     2.0566        -2.2193
n.53     3.8952        -2.1458
n.54     3.7614        -2.0012
n.55     4.4108        -1.9373
n.56     4.9036        -1.8711
n.57     4.2398        -1.8482
n.58     2.9795        -1.7651
n.59     2.3241        -1.7639
n.60    -0.8819        -1.7542
n.61    -1.2398        -1.7157
n.62    -4.1313        -1.7012
n.63    -5.1060        -1.6904
n.64    -6.3831        -1.6386
n.65    -5.9614        -1.6157
n.66    -4.9410        -1.5542
n.67    -4.1361        -1.4169
n.68    -2.9253        -1.3964
n.69    -2.8048        -1.3373
n.70    -1.1542        -1.2735
n.71    -0.6976        -1.2398
n.72     0.9060        -1.2386
n.73     2.1651        -1.2325
n.74     2.9012        -1.2301
n.75     0.7928        -1.2229
n.76     1.2759        -1.2181
n.77     0.2301        -1.1759
n.78    -0.8831        -1.1542
n.79    -3.9373        -1.1217
n.80    -4.9193        -1.0892
n.81    -3.3157        -1.0867
n.82    -0.9952        -1.0542
n.83     1.1627        -1.0494
n.84     0.3446        -1.0422
n.85     1.1892        -1.0349
n.86     2.0940        -1.0217
n.87     1.8759        -1.0181
n.88     2.1916        -1.0048
n.89     3.1470        -0.9952
n.90     2.7229        -0.9494
n.91     2.3470        -0.9241
n.92     1.6072        -0.9241
n.93     3.2386        -0.9133
n.94     2.9349        -0.8976
n.95     2.5928        -0.8952
n.96     2.7542        -0.8831
n.97     1.8723        -0.8819
n.98    -1.0867        -0.8108
n.99    -3.5096        -0.8084
n.100    -3.1120        -0.7855
n.101    -1.0422        -0.7434
n.102     1.2096        -0.7361
n.103     4.5675        -0.7133
n.104     6.1012        -0.7120
n.105     7.0096        -0.6976
n.106     6.7952        -0.6867
n.107     6.0855        -0.6855
n.108     5.7675        -0.6735
n.109     7.9590        -0.6229
n.110     6.1361        -0.6133
n.111     4.1277        -0.6096
n.112     5.7795        -0.6012
n.113     3.6880        -0.6000
n.114     4.0253        -0.5988
n.115     3.0699        -0.5639
n.116    -0.6096        -0.5578
n.117    -1.6386        -0.5446
n.118     1.3181        -0.5217
n.119     2.5096        -0.4916
n.120     1.0169        -0.4783
n.121     0.5590        -0.4651
n.122    -0.2349        -0.4108
n.123     1.3614        -0.4036
n.124     1.8048        -0.3795
n.125     0.8723        -0.3289
n.126    -1.3964        -0.3289
n.127    -0.3217        -0.3217
n.128     0.6096        -0.3169
n.129     0.2036        -0.3108
n.130    -3.1940        -0.3084
n.131    -5.8361        -0.2554
n.132    -6.4735        -0.2494
n.133    -3.9711        -0.2349
n.134    -3.8940        -0.2337
n.135    -4.1084        -0.2253
n.136    -1.2301        -0.2181
n.137    -0.1253        -0.1795
n.138    -1.7542        -0.1663
n.139    -1.7157        -0.1494
n.140    -1.2181        -0.1386
n.141    -0.9241        -0.1361
n.142    -0.2337        -0.1253
n.143    -0.3289        -0.0301
n.144     0.7892        -0.0241
