I dati analizzati provengono dal file: data/1984.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     2.5361        -7.8096
n.2     2.7627        -7.1699
n.3     4.2651        -6.7072
n.4     3.2217        -6.4831
n.5    -0.1084        -6.2470
n.6    -1.1000        -5.9313
n.7    -1.4988        -5.7542
n.8    -0.3241        -5.6434
n.9    -1.0386        -5.4928
n.10    -1.0048        -5.4181
n.11    -2.7229        -5.3410
n.12    -3.0639        -5.2904
n.13    -1.0506        -5.2084
n.14     0.4892        -5.1699
n.15     0.2904        -5.0916
n.16     0.6325        -5.0301
n.17     1.0831        -4.9687
n.18     0.5434        -4.9590
n.19    -0.4831        -4.9373
n.20     0.0434        -4.9289
n.21    -0.3349        -4.6386
n.22    -0.5265        -4.5651
n.23    -0.5518        -4.4470
n.24     0.9506        -4.4253
n.25    -0.0229        -4.3940
n.26    -0.6795        -4.3241
n.27    -0.3048        -4.3108
n.28     0.3193        -4.3048
n.29    -1.5542        -4.2940
n.30    -0.6217        -4.2928
n.31    -0.8000        -4.2542
n.32    -0.5205        -4.2217
n.33    -1.2892        -4.2072
n.34    -0.3602        -4.2024
n.35     1.0072        -4.1867
n.36     1.6783        -4.1614
n.37     1.6036        -4.1337
n.38     1.5747        -4.1301
n.39     0.2542        -4.1241
n.40     2.3699        -4.0867
n.41     2.6892        -4.0349
n.42     0.9795        -3.9976
n.43    -1.4494        -3.9361
n.44    -2.1169        -3.9157
n.45    -3.0133        -3.8711
n.46    -3.0663        -3.8530
n.47    -3.9157        -3.8325
n.48    -3.6422        -3.8157
n.49    -3.5422        -3.8145
n.50    -2.7120        -3.7904
n.51    -2.8181        -3.7542
n.52    -2.6434        -3.7349
n.53    -2.1048        -3.6735
n.54    -2.5386        -3.6422
n.55    -1.6892        -3.6193
n.56    -0.6964        -3.6145
n.57    -0.4602        -3.5783
n.58    -0.8205        -3.5422
n.59    -0.8759        -3.5361
n.60     0.2181        -3.4843
n.61     0.7602        -3.4253
n.62    -0.5313        -3.4193
n.63     0.3940        -3.3241
n.64    -1.1831        -3.3217
n.65     0.1386        -3.2253
n.66     0.8590        -3.2072
n.67    -1.3361        -3.0663
n.68    -3.2253        -3.0639
n.69    -4.3048        -3.0373
n.70    -3.7542        -3.0133
n.71    -3.9976        -2.9988
n.72    -2.9940        -2.9964
n.73    -3.7349        -2.9940
n.74    -2.9988        -2.9651
n.75    -2.0072        -2.9289
n.76    -1.8241        -2.8988
n.77    -1.2699        -2.8807
n.78    -2.4831        -2.8181
n.79    -2.3373        -2.7964
n.80    -3.4193        -2.7458
n.81    -2.3157        -2.7229
n.82    -1.0952        -2.7120
n.83    -1.8373        -2.6976
n.84    -1.4554        -2.6892
n.85    -2.5108        -2.6855
n.86    -1.3060        -2.6795
n.87    -1.0241        -2.6482
n.88    -1.5084        -2.6458
n.89    -0.3530        -2.6434
n.90    -1.5771        -2.6217
n.91    -3.8530        -2.6145
n.92    -4.2928        -2.5602
n.93    -4.1614        -2.5386
n.94    -4.5651        -2.5289
n.95    -4.2072        -2.5108
n.96    -2.6458        -2.5000
n.97    -2.1277        -2.4904
n.98    -0.1867        -2.4855
n.99    -1.2096        -2.4831
n.100    -2.1120        -2.4711
n.101    -2.1422        -2.4687
n.102    -1.5904        -2.4578
n.103    -0.8325        -2.4386
n.104     0.3012        -2.3735
n.105     0.1096        -2.3566
n.106     0.9952        -2.3373
n.107    -1.9145        -2.3373
n.108    -1.9325        -2.3253
n.109    -2.0410        -2.3157
n.110    -1.3639        -2.3133
n.111    -0.0723        -2.2349
n.112     1.5795        -2.2313
n.113     2.1880        -2.2133
n.114     2.6253        -2.2072
n.115     0.1699        -2.1482
n.116     0.3904        -2.1422
n.117     1.4614        -2.1277
n.118    -0.6819        -2.1169
n.119    -5.2904        -2.1120
n.120    -6.4831        -2.1048
n.121    -5.3410        -2.0735
n.122    -4.0349        -2.0482
n.123    -2.4386        -2.0410
n.124    -1.8952        -2.0072
n.125    -0.0277        -1.9482
n.126    -0.1964        -1.9325
n.127    -0.3217        -1.9145
n.128    -0.3904        -1.9024
n.129    -2.7964        -1.8988
n.130    -4.3940        -1.8952
n.131    -3.9361        -1.8711
n.132    -3.6735        -1.8506
n.133    -3.8711        -1.8373
n.134    -4.2940        -1.8241
n.135    -5.2084        -1.8108
n.136    -4.1301        -1.8000
n.137    -4.4253        -1.7277
n.138    -4.2542        -1.7169
n.139    -3.8157        -1.6892
n.140    -5.4181        -1.6795
n.141    -4.1241        -1.6494
n.142    -4.1337        -1.6458
n.143    -4.9289        -1.6422
n.144    -4.3108        -1.6325
n.145    -3.6193        -1.6325
n.146    -4.3241        -1.5904
n.147    -5.4928        -1.5783
n.148    -5.9313        -1.5771
n.149    -7.1699        -1.5771
n.150    -5.7542        -1.5602
n.151    -4.0867        -1.5590
n.152    -2.9651        -1.5542
n.153    -2.2072        -1.5193
n.154    -2.9964        -1.5084
n.155    -4.6386        -1.4988
n.156    -7.8096        -1.4843
n.157    -6.7072        -1.4590
n.158    -6.2470        -1.4554
n.159    -4.9590        -1.4494
n.160    -3.2072        -1.4036
n.161    -2.6976        -1.3783
n.162    -2.6892        -1.3639
n.163    -1.8108        -1.3361
n.164    -1.1735        -1.3060
n.165    -0.2145        -1.3000
n.166     0.2277        -1.2976
n.167    -1.5193        -1.2892
n.168    -0.9229        -1.2880
n.169    -0.6566        -1.2699
n.170     0.2253        -1.2651
n.171     0.5988        -1.2627
n.172     0.5169        -1.2494
n.173     0.5446        -1.2470
n.174     1.1988        -1.2217
n.175    -0.3711        -1.2181
n.176    -2.6482        -1.2096
n.177    -0.2361        -1.2084
n.178    -0.2554        -1.1831
n.179    -1.5783        -1.1747
n.180    -1.2976        -1.1735
n.181    -2.6145        -1.1554
n.182    -0.8458        -1.1000
n.183    -0.0988        -1.0952
n.184    -1.2494        -1.0506
n.185    -3.3241        -1.0446
n.186    -3.8325        -1.0386
n.187    -2.3253        -1.0241
n.188    -0.4892        -1.0169
n.189    -1.6494        -1.0048
n.190     0.0819        -1.0000
n.191     2.2386        -0.9940
n.192     3.0036        -0.9229
n.193     2.5795        -0.9169
n.194     2.4952        -0.8783
n.195     2.6831        -0.8759
n.196     1.2952        -0.8759
n.197     0.9880        -0.8735
n.198    -2.6855        -0.8458
n.199    -1.7277        -0.8325
n.200    -0.1193        -0.8205
n.201    -0.0590        -0.8205
n.202     1.4916        -0.8000
n.203     2.7542        -0.7747
n.204     3.2458        -0.7157
n.205     3.2096        -0.6964
n.206     0.8843        -0.6819
n.207    -1.2651        -0.6795
n.208    -0.8205        -0.6675
n.209    -1.2627        -0.6566
n.210    -0.3277        -0.6217
n.211     1.6157        -0.5518
n.212     1.6892        -0.5313
n.213     0.9012        -0.5265
n.214     1.6036        -0.5205
n.215     2.0470        -0.4892
n.216     3.4084        -0.4831
n.217     2.2771        -0.4602
n.218    -1.2181        -0.3904
n.219    -1.4590        -0.3795
n.220    -2.4855        -0.3711
n.221    -5.0301        -0.3602
n.222    -5.6434        -0.3542
n.223    -3.3217        -0.3530
n.224    -2.5000        -0.3349
n.225    -2.4711        -0.3277
n.226    -3.0373        -0.3253
n.227    -2.4578        -0.3241
n.228    -2.2349        -0.3217
n.229    -2.4904        -0.3048
n.230    -2.0735        -0.2554
n.231    -1.6325        -0.2542
n.232    -1.4843        -0.2361
n.233    -1.8711        -0.2145
n.234    -1.2084        -0.1988
n.235    -1.3000        -0.1964
n.236    -2.5602        -0.1892
n.237    -2.3133        -0.1867
n.238    -1.3783        -0.1855
n.239    -1.2470        -0.1446
n.240    -1.0446        -0.1205
n.241    -0.8759        -0.1193
n.242    -0.0361        -0.1084
n.243     0.6855        -0.1084
n.244     1.8988        -0.0988
n.245     2.3253        -0.0759
n.246     1.9627        -0.0723
n.247    -0.0229        -0.0590
n.248    -0.8735        -0.0361
n.249    -4.1867        -0.0277
n.250    -5.0916        -0.0229
n.251    -4.4470        -0.0229
n.252    -3.6145        -0.0012
n.253    -2.9289         0.0229
n.254    -3.4253         0.0434
n.255    -2.3566         0.0819
n.256    -0.8783         0.1096
n.257    -1.1747         0.1386
n.258    -3.4843         0.1699
