I dati analizzati provengono dal file: data/1967.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1    -2.3639        -6.6108
n.2    -0.2373        -6.2193
n.3    -0.0349        -5.9301
n.4    -2.4783        -5.7530
n.5    -3.9084        -5.7181
n.6    -3.0000        -5.5735
n.7    -2.1988        -5.4096
n.8    -4.4241        -5.3566
n.9    -4.3386        -5.3072
n.10    -4.2048        -5.2771
n.11    -4.1229        -5.1458
n.12    -3.4639        -4.6783
n.13    -1.4506        -4.6747
n.14     0.8892        -4.6145
n.15     1.3904        -4.6120
n.16    -0.3675        -4.5253
n.17    -0.4169        -4.4843
n.18    -0.3566        -4.4590
n.19     0.8169        -4.4241
n.20     1.1434        -4.3892
n.21     1.4651        -4.3386
n.22     1.0735        -4.2928
n.23     0.5482        -4.2723
n.24     0.9506        -4.2663
n.25     0.3771        -4.2386
n.26     0.5205        -4.2386
n.27     2.2952        -4.2373
n.28     1.1193        -4.2048
n.29     1.9458        -4.1289
n.30     2.2783        -4.1229
n.31     2.7000        -4.1205
n.32     2.3795        -4.0542
n.33     2.2108        -4.0133
n.34     1.6398        -3.9084
n.35     1.1072        -3.7373
n.36     1.3783        -3.7301
n.37     1.1036        -3.7289
n.38     0.2747        -3.7169
n.39    -0.1458        -3.7000
n.40    -0.8301        -3.6614
n.41    -3.1108        -3.5892
n.42    -4.1205        -3.5277
n.43    -3.1494        -3.5145
n.44    -3.7169        -3.4747
n.45    -4.0133        -3.4639
n.46    -4.2663        -3.4530
n.47    -3.2157        -3.4205
n.48    -2.8422        -3.4193
n.49    -3.3422        -3.4120
n.50    -4.6120        -3.3976
n.51    -3.2181        -3.3422
n.52    -2.3434        -3.3229
n.53    -0.1048        -3.2952
n.54    -2.4386        -3.2277
n.55    -1.6892        -3.2181
n.56    -2.1964        -3.2157
n.57    -0.1602        -3.2012
n.58     0.9795        -3.1723
n.59     0.0241        -3.1494
n.60     2.9181        -3.1434
n.61     2.9602        -3.1289
n.62     2.8687        -3.1108
n.63     1.7940        -3.0855
n.64     1.9169        -3.0386
n.65     3.3386        -3.0000
n.66     3.6590        -2.9819
n.67     3.4639        -2.9566
n.68     3.5747        -2.9470
n.69     4.4952        -2.9277
n.70     4.6458        -2.8783
n.71     2.7024        -2.8422
n.72     2.3060        -2.7711
n.73     1.1651        -2.7578
n.74    -0.3988        -2.7205
n.75     0.4928        -2.6735
n.76     0.6759        -2.6361
n.77    -1.2699        -2.5964
n.78    -0.5831        -2.5867
n.79     0.7627        -2.5747
n.80    -0.8193        -2.5313
n.81     0.9843        -2.5229
n.82     1.8048        -2.5036
n.83     1.6627        -2.4880
n.84    -0.8554        -2.4783
n.85     0.7892        -2.4627
n.86     1.8940        -2.4386
n.87     0.1759        -2.4108
n.88    -0.5084        -2.3723
n.89    -3.4530        -2.3639
n.90    -5.2771        -2.3614
n.91    -5.7530        -2.3434
n.92    -4.2928        -2.3012
n.93    -3.6614        -2.2108
n.94    -1.3651        -2.2024
n.95    -0.2072        -2.1988
n.96    -0.6458        -2.1964
n.97    -3.2277        -2.1651
n.98    -2.5867        -2.1639
n.99    -1.1096        -2.1627
n.100     0.4880        -2.1361
n.101    -0.4422        -2.1217
n.102    -0.7904        -2.1169
n.103     0.6675        -2.0855
n.104     2.7012        -2.0590
n.105     2.7096        -2.0542
n.106     2.4952        -1.9843
n.107     2.5855        -1.9494
n.108     2.8675        -1.9325
n.109    -0.0410        -1.9133
n.110    -2.1639        -1.8554
n.111    -2.3723        -1.8289
n.112    -3.4205        -1.8217
n.113    -3.4120        -1.7795
n.114    -3.4747        -1.7699
n.115    -5.9301        -1.6892
n.116    -5.4096        -1.6771
n.117    -4.2386        -1.6482
n.118    -2.9819        -1.6012
n.119    -1.0904        -1.5916
n.120     0.3169        -1.5711
n.121    -0.4410        -1.5349
n.122    -1.0349        -1.4783
n.123    -3.0386        -1.4506
n.124    -3.2952        -1.4373
n.125    -3.5277        -1.4229
n.126    -2.5964        -1.3831
n.127    -1.8217        -1.3651
n.128     0.0096        -1.3446
n.129     0.4036        -1.3181
n.130     1.7060        -1.3157
n.131     0.8639        -1.3133
n.132     1.8265        -1.2964
n.133     1.8289        -1.2783
n.134     1.0060        -1.2699
n.135     0.7916        -1.1867
n.136    -1.1301        -1.1867
n.137    -1.1253        -1.1759
n.138    -2.0542        -1.1386
n.139    -0.9157        -1.1337
n.140    -0.5181        -1.1301
n.141     0.1759        -1.1277
n.142     0.2663        -1.1253
n.143    -3.7289        -1.1096
n.144    -2.2108        -1.1072
n.145    -3.4193        -1.0904
n.146    -0.5241        -1.0735
n.147     0.0072        -1.0602
n.148     1.9687        -1.0578
n.149     2.3301        -1.0349
n.150    -0.5542        -1.0084
n.151    -1.1867        -0.9964
n.152    -0.1651        -0.9482
n.153    -1.1072        -0.9253
n.154    -0.9964        -0.9157
n.155    -1.1386        -0.9084
n.156    -0.2096        -0.8988
n.157     1.5928        -0.8976
n.158     1.1530        -0.8892
n.159    -2.0590        -0.8554
n.160    -5.3072        -0.8373
n.161    -3.3976        -0.8301
n.162    -4.3892        -0.8193
n.163    -6.6108        -0.8193
n.164    -5.5735        -0.7916
n.165    -4.6145        -0.7904
n.166    -4.2723        -0.7759
n.167    -6.2193        -0.7145
n.168    -3.3229        -0.7024
n.169    -2.9566        -0.6458
n.170    -2.5747        -0.5831
n.171    -2.3012        -0.5554
n.172    -1.3831        -0.5554
n.173    -0.5554        -0.5542
n.174     0.7988        -0.5470
n.175     1.2289        -0.5241
n.176     0.9518        -0.5205
n.177     0.7639        -0.5181
n.178     0.2446        -0.5169
n.179    -1.4783        -0.5084
n.180    -0.8976        -0.4446
n.181     0.5855        -0.4422
n.182     1.6542        -0.4410
n.183     1.7012        -0.4169
n.184     0.7506        -0.4012
n.185     0.5759        -0.3988
n.186    -0.1325        -0.3675
n.187    -0.9253        -0.3651
n.188    -3.5892        -0.3566
n.189    -1.9494        -0.3530
n.190    -1.3181        -0.3470
n.191    -2.3614        -0.3301
n.192    -1.2964        -0.3205
n.193    -0.3205        -0.2988
n.194     0.4952        -0.2398
n.195     0.9831        -0.2373
n.196     0.8952        -0.2096
n.197     1.2880        -0.2072
n.198     2.1145        -0.1807
n.199     2.9723        -0.1651
n.200     3.6807        -0.1602
n.201     3.9410        -0.1458
n.202     2.1916        -0.1398
n.203     1.1542        -0.1373
n.204     1.5458        -0.1361
n.205     2.1096        -0.1325
n.206    -1.3157        -0.1313
n.207    -2.1651        -0.1048
