I dati analizzati provengono dal file: data/2011.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1    -0.7639        -4.6193
n.2    -0.4373        -4.6157
n.3    -0.9349        -3.8904
n.4    -0.9783        -3.8205
n.5    -0.7084        -3.7651
n.6    -0.8000        -3.5590
n.7    -0.0988        -3.4759
n.8     2.2759        -3.4627
n.9     3.8614        -3.4313
n.10     3.6952        -3.2892
n.11     4.2771        -3.1699
n.12     2.4361        -3.0361
n.13     2.8494        -3.0012
n.14     3.1892        -2.8590
n.15     3.7904        -2.8084
n.16     2.8325        -2.7542
n.17     1.6831        -2.7470
n.18     1.9434        -2.6277
n.19     1.6169        -2.5988
n.20     0.3434        -2.5627
n.21    -0.8349        -2.5361
n.22    -1.7265        -2.5253
n.23    -1.0518        -2.4554
n.24    -1.1494        -2.4386
n.25    -1.3229        -2.4277
n.26    -0.5795        -2.3024
n.27     0.9952        -2.2627
n.28     0.4193        -2.2458
n.29    -0.4542        -2.0892
n.30    -1.0217        -2.0855
n.31     1.3000        -2.0590
n.32     1.0795        -2.0518
n.33     0.0108        -2.0434
n.34    -0.6602        -2.0145
n.35     0.4072        -1.9217
n.36     2.1783        -1.9217
n.37     2.5036        -1.7771
n.38     2.9747        -1.7398
n.39     2.8542        -1.7265
n.40     1.9699        -1.7072
n.41     1.0892        -1.6988
n.42     1.6795        -1.6855
n.43     3.3506        -1.6386
n.44     4.0831        -1.6133
n.45     3.9867        -1.5976
n.46     3.3337        -1.5301
n.47     2.8843        -1.5084
n.48     2.5578        -1.4964
n.49     4.0578        -1.4542
n.50     2.4880        -1.4386
n.51     1.5819        -1.4048
n.52     1.6566        -1.3229
n.53     0.3952        -1.3205
n.54    -1.4386        -1.3169
n.55    -2.0892        -1.3108
n.56    -1.4964        -1.2807
n.57    -0.6602        -1.1494
n.58    -1.3205        -1.1084
n.59    -0.9759        -1.1012
n.60     1.1181        -1.0518
n.61    -1.7398        -1.0494
n.62    -3.4313        -1.0217
n.63    -0.3060        -1.0120
n.64     0.8169        -0.9904
n.65     1.7386        -0.9843
n.66    -0.7410        -0.9783
n.67    -3.0361        -0.9759
n.68    -2.5253        -0.9651
n.69    -1.4048        -0.9506
n.70    -0.7542        -0.9349
n.71     1.4024        -0.9193
n.72     0.1060        -0.8349
n.73     0.9651        -0.8072
n.74     1.8012        -0.8000
n.75     1.7928        -0.7639
n.76     1.2759        -0.7542
n.77     2.6301        -0.7410
n.78     1.9169        -0.7313
n.79     1.0627        -0.7181
n.80    -0.9193        -0.7108
n.81    -0.6157        -0.7084
n.82     1.0048        -0.7012
n.83     1.9627        -0.6892
n.84     1.9446        -0.6747
n.85     0.8892        -0.6602
n.86     0.2940        -0.6602
n.87     1.6759        -0.6157
n.88     2.0916        -0.6000
n.89     0.9470        -0.5867
n.90     2.2229        -0.5855
n.91     3.6470        -0.5795
n.92     5.1072        -0.5590
n.93     4.5386        -0.5265
n.94     4.4349        -0.5108
n.95     3.2928        -0.4988
n.96     3.6542        -0.4542
n.97     5.7723        -0.4482
n.98     7.8133        -0.4458
n.99     8.4904        -0.4373
n.100     7.8880        -0.4096
n.101     6.5578        -0.4000
n.102     6.3096        -0.3554
n.103     1.8675        -0.3482
n.104    -0.1988        -0.3398
n.105    -0.9904        -0.3193
n.106    -0.2048        -0.3060
n.107     1.3855        -0.2771
n.108     0.8675        -0.2735
n.109     1.6590        -0.2446
n.110     2.9361        -0.2253
n.111     3.8277        -0.2048
n.112     2.9795        -0.1988
n.113     1.3880        -0.1988
n.114     2.7253        -0.1398
n.115     4.2699        -0.1313
n.116     3.3904        -0.1048
n.117     2.4614        -0.0988
n.118     1.8181        -0.0904
n.119     0.8096        -0.0446
n.120     0.9169        -0.0229
n.121     2.2590        -0.0169
n.122     2.9651         0.0108
n.123     2.6614         0.0410
n.124     1.1048         0.0566
n.125     0.7723         0.0578
n.126     0.2036         0.0831
n.127     1.8783         0.1012
n.128     3.7096         0.1060
n.129     0.2036         0.1205
n.130     2.1060         0.1699
n.131     4.8639         0.1795
n.132     5.7265         0.1916
n.133     3.8289         0.2000
n.134     2.3060         0.2036
n.135     0.1916         0.2036
n.136     0.1699         0.2289
n.137     1.5747         0.2289
n.138     2.7458         0.2434
n.139     3.4843         0.2759
n.140     4.9819         0.2940
n.141     5.2759         0.3434
n.142     5.7663         0.3663
n.143     6.2711         0.3855
n.144     6.9892         0.3952
n.145     6.3807         0.4072
