I dati analizzati provengono dal file: data/1996.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1    -0.4639        -6.4313
n.2     0.9627        -6.0482
n.3     0.4651        -5.4747
n.4    -0.0783        -5.1482
n.5    -0.3084        -5.0988
n.6    -0.2000        -5.0024
n.7     1.3012        -4.9771
n.8     2.3759        -4.9711
n.9     2.3614        -4.9530
n.10     4.1952        -4.8988
n.11     5.6771        -4.8711
n.12     7.4361        -4.8494
n.13     7.6494        -4.8470
n.14     6.6892        -4.7554
n.15     3.4904        -4.7361
n.16     2.3325        -4.6940
n.17     0.4831        -4.6494
n.18    -0.8566        -4.5976
n.19     0.0169        -4.5205
n.20     0.1434        -4.3892
n.21     1.1651        -4.2831
n.22     0.5735        -4.2783
n.23     1.0482        -4.2422
n.24     3.0506        -4.1289
n.25     3.0771        -4.1048
n.26     2.8205        -4.1012
n.27     3.2952        -4.0060
n.28     1.3193        -3.9542
n.29     3.4458        -3.9373
n.30     2.0783        -3.8795
n.31    -0.6000        -3.8253
n.32    -1.2205        -3.7386
n.33    -0.7892        -3.7253
n.34     0.0398        -3.7181
n.35    -0.5928        -3.7145
n.36    -0.6217        -3.6916
n.37    -2.3964        -3.6614
n.38    -3.8253        -3.6566
n.39    -2.1458        -3.6145
n.40     0.5699        -3.5193
n.41    -2.0108        -3.4940
n.42    -0.4205        -3.4554
n.43    -0.2494        -3.4373
n.44     0.0831        -3.4349
n.45    -0.7133        -3.4313
n.46     0.3337        -3.3795
n.47    -0.5157        -3.3614
n.48     1.8578        -3.3373
n.49     1.1578        -3.2253
n.50     0.8880        -3.1867
n.51    -1.1181        -3.1771
n.52    -0.8434        -3.1759
n.53    -2.2048        -3.1687
n.54    -3.7386        -3.1217
n.55    -4.3892        -3.0783
n.56    -2.8964        -3.0470
n.57    -1.0602        -3.0337
n.58    -0.0205        -2.9747
n.59     0.1241        -2.9530
n.60     1.3181        -2.9084
n.61    -0.3398        -2.9000
n.62    -3.4313        -2.8964
n.63    -4.0060        -2.8964
n.64    -4.2831        -2.8169
n.65    -2.5614        -2.8012
n.66    -1.7410        -2.7699
n.67    -2.5361        -2.7651
n.68    -3.2253        -2.7265
n.69    -4.1048        -2.7241
n.70    -3.9542        -2.6843
n.71    -4.5976        -2.5904
n.72    -4.6940        -2.5614
n.73    -3.4349        -2.5361
n.74    -0.8988        -2.4578
n.75    -0.5072        -2.4386
n.76    -0.4241        -2.4361
