I dati analizzati provengono dal file: data/1991.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     4.1361        -8.0325
n.2     1.1627        -7.7253
n.3     1.9651        -6.2277
n.4     3.7217        -6.1639
n.5     3.4916        -6.1205
n.6     0.4000        -6.0964
n.7     0.4012        -5.6723
n.8     0.9759        -5.6301
n.9     0.9614        -5.5964
n.10     2.4952        -5.5494
n.11     5.3771        -5.5470
n.12     6.0361        -5.4747
n.13     5.1494        -5.4458
n.14     2.7892        -5.4120
n.15     2.3904        -5.4072
n.16     0.3325        -5.3952
n.17    -2.5169        -5.3217
n.18    -2.3566        -5.3133
n.19    -1.2831        -5.1723
n.20     0.5434        -5.0892
n.21    -0.9349        -5.0277
n.22    -1.0265        -4.9458
n.23    -1.4518        -4.9301
n.24    -2.0494        -4.8169
n.25    -1.5229        -4.7361
n.26    -1.4795        -4.7217
n.27    -1.9048        -4.7205
n.28    -1.8807        -4.7012
n.29    -1.7542        -4.6855
n.30    -2.0217        -4.6542
n.31    -0.8000        -4.6410
n.32    -2.5205        -4.5699
n.33    -3.5892        -4.5663
n.34    -3.7602        -4.5096
n.35    -3.6928        -4.4940
n.36    -4.7217        -4.4373
n.37    -6.0964        -4.2530
n.38    -7.7253        -4.2253
n.39    -5.4458        -4.2169
n.40    -3.8301        -4.1880
n.41    -2.6108        -4.1012
n.42    -4.7205        -4.0554
n.43    -5.5494        -3.9759
n.44    -4.8169        -3.9145
n.45    -5.3133        -3.8506
n.46    -4.5663        -3.8301
n.47    -2.9157        -3.8193
n.48    -1.4422        -3.7602
n.49    -0.7422        -3.6964
n.50    -0.8120        -3.6928
n.51    -0.9181        -3.6566
n.52     0.6566        -3.6325
n.53     1.3952        -3.6289
n.54     2.0614        -3.6096
n.55     3.0108        -3.5892
n.56     4.0036        -3.5554
n.57     3.8398        -3.4012
n.58     4.1795        -3.3747
n.59     3.6241        -3.2373
n.60     3.0181        -3.2349
n.61     3.1602        -3.1904
n.62     3.1687        -3.1687
n.63     3.8940        -3.1301
n.64     4.2169        -3.1108
n.65     4.3386        -3.0530
n.66     4.7590        -3.0398
n.67     5.5639        -3.0181
n.68     5.2747        -3.0036
n.69     3.4952        -2.9446
n.70     3.0458        -2.9157
n.71     3.4024        -2.9084
n.72     3.3060        -2.8928
n.73     2.6651        -2.8108
n.74     2.4012        -2.8084
n.75     1.8928        -2.7952
n.76     1.4759        -2.7952
n.77     2.9301        -2.7771
n.78     2.9169        -2.7530
n.79     4.5627        -2.7386
n.80     3.7807        -2.6398
n.81     3.5843        -2.6361
n.82     1.8048        -2.6108
n.83     3.4627        -2.5542
