I dati analizzati provengono dal file: data/2016.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     1.6361        -4.3651
n.2    -0.0373        -4.2675
n.3     0.7651        -4.2157
n.4     0.4217        -3.8916
n.5     0.0916        -3.6217
n.6     1.8000        -3.4301
n.7     1.1012        -3.3976
n.8     1.5759        -3.3819
n.9     3.9614        -3.3361
n.10     4.1952        -3.2506
n.11     5.6771        -3.0410
n.12     2.9361        -3.0000
n.13     1.5494        -2.9566
n.14     0.3892        -2.8747
n.15     0.1904        -2.8169
n.16     1.2325        -2.7988
n.17     0.2831        -2.7133
n.18    -1.9566        -2.6000
n.19    -1.5831        -2.5373
n.20    -1.2566        -2.5301
n.21    -1.2349        -2.5253
n.22    -1.3265        -2.5096
n.23     0.3482        -2.4048
n.24     1.5506        -2.2072
n.25     1.3771        -2.1289
n.26     2.7205        -2.1108
n.27     3.4952        -2.1084
n.28     5.0193        -2.0434
n.29     6.0458        -2.0289
n.30     4.5783        -2.0169
n.31     5.3000        -1.9566
n.32     5.7795        -1.9542
n.33     6.3108        -1.9530
n.34     6.0398        -1.9373
n.35     2.9072        -1.9012
n.36     2.4783        -1.8446
n.37     1.5036        -1.8386
n.38     3.5747        -1.8349
n.39     4.0542        -1.8048
n.40     4.4699        -1.7723
n.41     3.2892        -1.7361
n.42    -0.5205        -1.7253
n.43     0.1506        -1.7145
n.44     0.7831        -1.7072
n.45     1.4867        -1.6807
n.46     2.3337        -1.6711
n.47     3.1843        -1.6120
n.48     1.6578        -1.5831
n.49     2.3578        -1.5699
n.50     2.6880        -1.5410
n.51     1.2819        -1.5229
n.52     3.0566        -1.5181
n.53     4.2952        -1.4904
n.54     6.2614        -1.4711
n.55     3.7108        -1.4651
n.56     2.4036        -1.4386
n.57     0.1398        -1.4229
n.58     0.7795        -1.3892
n.59     3.3241        -1.3867
n.60     2.6181        -1.3386
n.61     2.5602        -1.3265
n.62     2.6687        -1.3193
n.63     0.4940        -1.3133
n.64     0.2169        -1.2578
n.65    -0.8614        -1.2566
n.66    -1.5410        -1.2349
n.67    -1.7361        -1.1747
n.68    -1.7253        -1.1542
n.69    -0.3048        -1.1361
n.70     0.2458        -1.1012
n.71     1.4024        -1.0964
n.72     1.9060        -1.0361
