I dati analizzati provengono dal file: data/2004.txt
Sono stai analizzati i seguinti 365 valori.

        da file       ordinati
n.1     1.4361        -4.8217
n.2     1.9627        -4.5542
n.3    -0.2349        -4.3096
n.4    -0.5783        -3.9964
n.5    -0.5084        -3.9361
n.6    -1.4000        -3.9205
n.7    -0.5988        -3.9048
n.8     0.6759        -3.8205
n.9     1.4614        -3.7904
n.10     1.1952        -3.7759
n.11     2.0771        -3.6398
n.12     2.0361        -3.6120
n.13     2.7494        -3.4964
n.14     3.7892        -3.2952
n.15     3.4904        -3.2940
n.16     1.0325        -3.2819
n.17     2.0831        -3.2602
n.18     1.3434        -3.2542
n.19     1.0169        -3.2386
n.20     1.9434        -3.2193
n.21     0.6651        -3.1410
n.22    -0.8265        -3.0313
n.23    -0.4518        -3.0060
n.24    -1.4494        -2.9241
n.25    -0.4229        -2.8976
n.26    -1.9795        -2.8964
n.27    -0.9048        -2.8048
n.28    -1.5807        -2.7867
n.29    -1.7542        -2.6976
n.30    -1.9217        -2.6831
n.31    -0.6000        -2.6277
n.32     0.9795        -2.5181
n.33     1.3108        -2.5108
n.34     2.9398        -2.4771
n.35     1.8072        -2.4410
n.36     1.8783        -2.4253
n.37     2.5036        -2.3988
n.38     3.0747        -2.3108
n.39     1.8542        -2.3012
n.40     1.0699        -2.2434
n.41     0.7892        -2.2241
n.42     1.4795        -2.2048
n.43     1.1506        -2.1916
n.44     0.1831        -2.1651
n.45     0.4867        -2.1422
n.46     1.9337        -2.1386
n.47     2.0843        -2.1169
n.48     0.8578        -2.1084
n.49     1.3578        -2.0735
n.50    -1.5120        -2.0627
n.51    -2.5181        -2.0361
n.52    -2.2434        -1.9904
n.53     0.0952        -1.9904
n.54     1.6614        -1.9795
n.55    -0.8892        -1.9783
n.56    -3.4964        -1.9217
n.57    -3.2602        -1.9000
n.58    -3.9205        -1.8735
n.59    -3.7759        -1.8518
n.60    -3.2819        -1.8277
n.61    -3.6398        -1.7614
n.62    -1.2313        -1.7542
n.63    -1.3060        -1.7373
n.64    -1.1831        -1.7325
n.65    -1.7614        -1.7145
n.66    -2.4410        -1.6952
n.67    -2.0361        -1.6735
n.68    -2.4253        -1.6651
n.69    -3.9048        -1.6386
n.70    -4.5542        -1.6361
n.71    -2.8976        -1.6289
n.72    -0.6940        -1.6169
n.73    -0.2349        -1.6145
n.74     0.7012        -1.5964
n.75     1.7928        -1.5940
n.76     2.7759        -1.5807
n.77     3.5301        -1.5120
n.78     3.3169        -1.4494
n.79     3.3627        -1.4133
n.80     2.8807        -1.4000
n.81     2.4843        -1.3711
n.82    -3.2952        -1.3205
n.83    -1.7373        -1.3084
n.84    -0.3554        -1.3060
n.85    -2.3108        -1.2554
n.86    -3.0060        -1.2373
n.87    -2.9241        -1.2313
n.88    -2.1084        -1.2169
n.89    -1.1530        -1.2012
n.90     0.2229        -1.1988
n.91     0.4470        -1.1904
n.92     1.3072        -1.1831
n.93     2.1386        -1.1530
n.94     1.7349        -1.1349
n.95     1.8928        -1.1289
n.96     0.2542        -1.1217
n.97    -1.8277        -1.0904
n.98    -2.7867        -1.0699
n.99    -4.3096        -1.0614
n.100    -3.6120        -1.0590
n.101    -2.1422        -1.0169
n.102    -1.9904        -0.9048
n.103    -1.7325        -0.8892
n.104    -1.1988        -0.8855
n.105    -1.1904        -0.8639
n.106    -2.2048        -0.8373
n.107    -0.4145        -0.8313
n.108    -0.5325        -0.8265
n.109    -3.1410        -0.7855
n.110    -0.8639        -0.7627
n.111     1.0277        -0.7229
n.112     1.6795        -0.7096
n.113     3.0880        -0.7072
n.114     3.2253        -0.6940
n.115    -0.2301        -0.6458
n.116    -0.7096        -0.6301
n.117     0.2614        -0.6253
n.118     1.5181        -0.6217
n.119     0.6096        -0.6000
n.120    -0.5831        -0.5988
n.121    -0.0410        -0.5831
n.122    -1.1349        -0.5783
n.123    -3.2386        -0.5325
n.124    -1.6952        -0.5084
n.125    -2.6277        -0.4518
n.126    -3.9964        -0.4494
n.127    -4.8217        -0.4229
n.128    -3.7904        -0.4217
n.129    -2.8964        -0.4145
n.130    -3.2940        -0.3795
n.131    -1.6361        -0.3627
n.132    -1.8735        -0.3554
n.133    -1.3711        -0.3470
n.134    -1.5940        -0.3337
n.135    -0.2084        -0.3133
n.136     1.0699        -0.3024
n.137     0.9747        -0.2843
n.138     1.2458        -0.2723
n.139     2.3843        -0.2349
n.140     1.9819        -0.2349
n.141     0.9759        -0.2301
n.142    -0.3337        -0.2181
n.143    -1.6289        -0.2084
n.144    -2.5108        -0.1964
n.145    -3.2193        -0.1747
n.146    -2.2241        -0.1361
n.147     0.1072        -0.1361
n.148    -0.8313        -0.1301
n.149    -1.0699        -0.0916
n.150     0.2458        -0.0783
n.151     0.3133        -0.0410
n.152    -1.6651        -0.0241
n.153    -0.7072        -0.0072
n.154    -0.1964         0.0145
n.155     1.2614         0.0398
n.156     1.8904         0.0723
n.157    -0.0072         0.0723
n.158     0.9530         0.0807
n.159     3.3410         0.0952
n.160     5.8928         0.1072
n.161     6.6024         0.1145
n.162     5.5108         0.1217
n.163     3.6892         0.1831
n.164    -2.0735         0.2229
n.165    -1.7145         0.2325
n.166     0.5277         0.2458
n.167     2.5807         0.2542
n.168     1.6771         0.2614
n.169     2.7434         0.2735
n.170     1.6253         0.2916
n.171    -2.3012         0.2988
n.172    -2.6831         0.3133
n.173    -1.2554         0.3663
n.174    -1.2012         0.3867
n.175     0.6289         0.4000
n.176     1.2518         0.4289
n.177    -0.1361         0.4349
n.178     2.5446         0.4470
n.179     5.0217         0.4867
n.180     2.8024         0.4916
n.181     1.9855         0.5277
n.182     1.8542         0.5470
n.183     1.7012         0.5554
n.184    -0.4494         0.6096
n.185    -0.0241         0.6096
n.186     2.1675         0.6289
n.187     1.9747         0.6651
n.188     1.8108         0.6759
n.189     0.9506         0.7012
n.190    -0.2181         0.7012
n.191    -1.0614         0.7133
n.192    -1.5964         0.7566
n.193    -3.8205         0.7819
n.194    -2.8048         0.7892
n.195    -1.6169         0.7952
n.196     0.7952         0.7988
n.197     1.4880         0.8530
n.198     2.2145         0.8578
n.199     2.5723         0.9410
n.200     3.2807         0.9458
n.201     3.3410         0.9506
n.202     3.7916         0.9530
n.203     5.5542         0.9747
n.204     6.2458         0.9759
n.205     0.6096         0.9795
n.206     1.7843         1.0157
n.207     0.4349         1.0169
n.208    -1.3205         1.0277
n.209    -0.7627         1.0325
n.210     0.0723         1.0434
n.211     1.7157         1.0699
n.212     3.2892         1.0699
